id,수온,염분,용존무기질,암모니아성,아질산성질,수소이온농,부유물질 ,규산염,화학적산소,투명도,질소,질산성질소,인산염인,클로로필,용존산소,총인,자갈,모래,실트,점토,평균,분급,IL,AVS,TOC,출현 종수,서식밀도,생체량,다양도,ISEP,target
578,23.934616,31.240366,47.056225,21.031879,3.7602147,8.1294771,7.6998425,193.40646,1.8151233,2.9957464,220.2047,22.311489,9.7959652,4.8389783,8.1813883,25.519913,0.52969422,66.919337,26.507095,6.0438639,3.6536336,1.2238433,2.370817,0.00400075,0.29442531,12,1113,313.74687,1.6776895,4.1630703,0
579,24.011575,31.2874255,22.964756,10.1198654,1.9786358,8.15455245,6.7106605,142.313125,1.8026216,2.496897,193.87358,10.94626195,6.45325835,5.2586488,8.55502995,20.3808325,0.51156327,60.53013,31.538491,7.41722285,3.92840005,1.43367,2.67008315,0.004953995,0.340144685,13,1067,309.25106,1.70496935,4.10895425,0
580,24.070326,31.320869,10.118249,4.2242267,1.0693549,8.1659425,6.0218008,109.72005,1.7827087,2.3422553,179.3984,4.9192067,4.6058846,5.4272482,8.7363832,17.491797,0.45960027,53.963736,36.72886,8.8363681,4.2122495,1.6610039,3.0080573,0.00611302,0.39085008,13,1017,310.63638,1.7247176,4.0665699,0
581,24.306365,31.383376,30.0082945,13.624689,2.3861372,8.152685,7.28532385,168.424055,1.8447435,2.4319977,203.23702,14.072888,7.6613677,5.28411445,8.46761635,22.536608,0.452311385,50.791367,38.080099,9.96890635,4.4002313,1.84102475,3.27364325,0.00764259,0.430974875,13,1014,345.8604,1.75422525,4.0051923,0
582,24.423112,31.425333,54.000318,25.179369,3.9158975,8.1390601,8.8585906,244.36625,1.9357584,2.4945164,233.03671,24.895537,11.478513,5.1906816,8.1361196,29.053851,0.5219484,52.392134,35.940663,11.374509,4.4976481,2.0429689,3.5806332,0.01166576,0.47780469,14,1097,455.70145,1.8493664,3.7792228,0
583,24.6048635,31.4611,65.976351,31.2775145,4.63370575,8.13352805,9.72351465,292.515745,2.01145325,2.50532725,249.98778,30.1018815,13.633897,5.20159635,7.9413366,33.294844,0.520601675,54.160382,34.6221985,10.461823,4.3937421,1.9004683,3.37528265,0.0098882,0.44420128,15,1116,412.19315,1.873717,3.78943085,0
584,24.668422,31.476468,70.600787,33.64893,4.8585756,8.1332539,10.046378,318.39196,2.0662243,2.4976053,258.15287,31.861959,14.658333,5.2888233,7.8410946,35.615279,0.52190776,56.155626,33.975871,9.3302412,4.2429852,1.72329,3.1257673,0.0075182,0.40507868,14,1103,355.82747,1.8632386,3.9185633,0
585,24.868064,31.4680835,70.9744925,34.509764,4.81316755,8.13501815,10.1738375,331.43594,2.10617005,2.4872844,260.959415,31.6854725,15.015114,5.38422235,7.7939692,36.8308725,0.60298469,57.4472705,33.284812,8.60273705,4.13529705,1.6108412,2.9449311,0.00632782,0.381312755,14,1096,326.965825,1.8500926,3.9799925,0
649,26.133642,31.702385,80.8889345,15.319341,10.059057,8.34641925,18.1104255,321.577895,2.07944315,2.2750462,290.712225,55.528332,12.2707185,4.5069803,7.91554325,32.911168,0.762395175,31.9076745,50.1867565,17.167366,5.2137759,1.94336495,3.58001935,0.00557732,0.422089055,9,636,101.88842,1.4934138,4.19976825,0
650,26.080412,31.542312,83.137738,14.84429,10.553811,8.3520047,18.13392,323.19561,2.1065849,2.2128165,294.23028,57.745659,12.131258,4.4633178,7.9610711,32.55346,0.44580973,29.54626,52.459799,17.645675,5.3796606,1.9282056,3.7892712,0.00301814,0.42619957,9,560,81.350487,1.5368168,4.2176289,0
651,26.169704,31.5179615,85.0831905,14.3333805,10.9619225,8.35573785,17.9583155,323.427445,2.1326598,2.1498645,297.57129,59.723139,11.991872,4.42683915,8.0067058,32.204707,0.41538914,42.7655815,42.5900885,14.1098025,4.71289025,1.6482871,3.17581615,0.001494495,0.36099351,9,536,88.508018,1.3951802,4.28910395,0
672,26.495199,31.952011,68.745411,12.214786,7.3333529,8.8219031,11.431853,294.85467,1.8953625,2.4785919,275.0399,49.19275,9.4772771,3.8521902,8.3857303,27.110202,1.3872721,13.380401,58.424695,26.807506,6.4498829,2.3953654,4.180232,0.01619339,0.66152741,15,980,198.93513,1.9362031,4.0065821,0
673,26.511086,32.036401,66.1713545,12.719029,7.0425752,8.89832735,11.471011,294.32944,1.8956763,2.5830404,272.2062,46.405024,9.25335305,3.89138555,8.4070088,26.9834895,1.8166163,16.1402795,56.297201,25.6180985,6.2563341,2.3439677,4.0793306,0.015412435,0.635509785,14,1015,183.006425,1.89544585,4.07563185,0
674,26.524933,32.103335,63.652601,13.111699,6.7398698,8.9632463,11.478508,293.44189,1.8859895,2.6785406,269.08258,43.802761,9.0557472,3.894441,8.4210581,26.790636,2.3857976,19.775613,53.492699,24.345735,6.0128722,2.2858121,3.9545057,0.01453793,0.61067078,14,1066,168.0736,1.8441939,4.1705529,0
676,26.548515,32.254219,59.251141,13.608602,6.1609307,9.0674679,11.428333,291.45146,1.850186,2.8529974,262.85106,39.487209,8.7613449,3.8307274,8.4284024,26.306386,3.3961634,26.060569,48.500666,22.042422,5.5921156,2.1835849,3.7446347,0.01330826,0.565031,13,1155,141.67779,1.7641936,4.3264758,0
677,26.5584285,32.257533,57.6120235,13.8014555,5.92519185,9.11035845,11.394419,291.370495,1.83260975,2.93577665,260.309235,37.8893475,8.66429275,3.7913881,8.4241499,26.093213,3.63280905,27.60935,47.2205615,21.537091,5.49108155,2.16325045,3.7067031,0.013167695,0.5557565,13,1187,136.355255,1.7405137,4.36294315,0
756,24.0330495,31.172337,65.154604,28.978218,5.0916199,8.1072895,8.8769199,238.01455,1.86296245,3.03607095,239.084655,31.044482,12.1165665,4.5712209,7.96318885,28.9167685,0.411311525,78.59892,17.2067395,3.80153895,3.1850943,0.9030432,1.96288365,0.002450285,0.228125025,12,1170,347.85812,1.6349745,4.1950985,0
757,24.023546,31.2352875,56.509912,25.3139755,4.39072085,8.12104785,8.5829379,223.005285,1.8603021,2.7693063,230.960615,26.8324615,11.1744085,4.8294526,8.08746805,27.5932305,0.365520505,77.9943095,17.6664,3.9737643,3.214023,0.93158584,2.00778855,0.00253526,0.23421974,12,1174,351.700255,1.63674545,4.18817935,0
758,24.1059045,31.242127,38.874563,17.434681,3.0834496,8.14054375,7.7048173,184.821305,1.84341955,2.53230125,212.055765,18.420943,8.7862586,5.120399,8.34095895,24.060433,0.41586054,64.9200115,28.106231,6.53444405,3.750287,1.3084848,2.5096673,0.004082305,0.313784835,12,1094,312.348885,1.68127455,4.1360231,0
760,24.663544,31.295126,43.041857,19.7705095,3.2482063,8.14333835,8.19261225,207.44325,1.88831555,2.4517932,218.94223,20.084794,9.68900265,5.21288635,8.29086525,25.919335,0.29605114,47.689823,42.638852,9.4808351,4.42997135,1.7748574,3.2005287,0.005121855,0.418083495,12,863,276.32983,1.6817746,4.12527625,0
761,24.7560455,31.4202625,58.5448555,27.4635915,4.20310365,8.13455,9.2656557,262.464905,1.9679591,2.47029405,239.503115,26.9244965,12.315247,5.19365755,8.06052635,30.7438965,0.459913965,51.943481,34.7950065,13.0213165,4.69682195,2.2547522,3.76981235,0.01354913,0.507998105,15,1186,482.84566,1.9331708,3.6475557,0
762,24.820513,31.439213,65.860541,31.7367245,4.5641328,8.1321568,9.8273655,300.21634,2.0381225,2.47342775,252.08991,29.7194275,13.883266,5.2750283,7.91088285,34.0965575,0.42090329,54.8080045,34.0566055,10.48143,4.40072585,1.90638975,3.4004003,0.009117745,0.444761775,15,1155,394.992165,1.92187495,3.80958095,0
763,25.025581,31.4801395,66.811417,32.3752815,4.55749555,8.13278645,9.90429925,317.914805,2.095563,2.46054125,255.419565,29.826124,14.2348285,5.4312208,7.84562995,35.761271,0.418088415,57.738461,32.9410735,8.79319125,4.1831872,1.65591695,3.04747165,0.006618085,0.39013941,15,1110,342.6395,1.89653335,3.9702428,0
764,25.092098,31.4598385,64.184289,31.693916,4.300039,8.1356224,9.79631905,323.802855,2.14037165,2.4466254,256.250625,28.202757,14.266366,5.6213286,7.82746475,36.4090305,0.518128785,59.245422,32.0567575,8.17754945,4.0781472,1.5542409,2.8963725,0.00574037,0.370588755,14,1101,326.69009,1.87223125,3.99395415,0
826,26.569904,31.8460805,75.5143775,15.087177,9.0771059,8.29712845,18.150073,311.77626,2.0005839,2.37173755,281.716295,51.2265845,12.449052,4.59309535,7.7926594,33.4650365,1.553802,32.4746125,48.2926395,17.747751,5.14142975,2.08283585,3.54111005,0.01291303,0.43911708,10,770,144.176665,1.53713315,4.1512545,0
827,26.4699735,31.7158675,78.401968,14.690931,9.755508,8.30596835,18.630003,316.76847,2.0329909,2.3084541,285.82345,53.9542335,12.3758965,4.52650915,7.8336856,33.0603715,1.2824144,32.2668665,48.930768,17.544762,5.1705908,2.0321005,3.53272765,0.01038092,0.431402965,10,735,129.48657,1.5027698,4.1728763,0
828,26.4197375,31.6503615,81.4656105,14.281732,10.4322895,8.3134764,18.951691,322.01214,2.0664036,2.23838775,290.411495,56.7704705,12.32511,4.45778685,7.87297625,32.7323565,0.94075877,31.803009,49.88255,17.367589,5.20791785,1.9779287,3.5284241,0.00734306,0.42063946,9,683,115.16748,1.47687985,4.1892477,0
829,26.35861,31.580079,84.386043,13.856023,11.062182,8.3193956,19.1434305,325.690545,2.0999113,2.16370175,294.72372,59.500657,12.2368525,4.3979897,7.91447035,32.4068515,0.60275455,30.430105,51.28346,17.3138745,5.2863993,1.9463848,3.52670955,0.00473338,0.409579065,9,633,107.5109,1.4416918,4.19425835,0
830,26.3566,31.5513165,86.8928895,13.3914565,11.5810405,8.3227221,18.94367,327.178805,2.13165995,2.08600875,298.74556,61.94355,12.123675,4.3530003,7.961642,32.0858145,0.31697736,24.3119905,56.5258015,18.6649935,5.60154635,2.0033803,3.59435655,0.003435425,0.405018415,8,575,111.931425,1.41078545,4.1567114,0
831,26.432695,31.5516215,88.7482245,12.8895115,11.9389905,8.3235763,18.499947,326.012895,2.1598981,2.01023915,302.232995,63.933222,11.977917,4.316403,8.0125156,31.767474,0.38776954,29.797413,53.2538535,16.596209,5.27405045,1.9016382,3.3761232,0.002527695,0.392997335,8,530,93.195509,1.34343765,4.1425143,0
851,26.480794,31.8456375,68.143788,11.535635,7.2272369,8.8015201,11.2854595,290.68958,1.8638436,2.4154218,273.531845,49.382057,9.4378646,3.76897925,8.3877223,26.7831105,0.8900408,8.31859675,61.3138075,29.4774845,6.83746065,2.50116415,4.38351925,0.01738716,0.72444069,16,889,240.611535,2.11435315,3.84713075,0
856,26.5527645,31.9821375,54.52618,13.035195,5.60221125,9.0974495,11.212219,279.271975,1.7845555,2.87312485,255.99202,35.822104,8.38774685,3.6553266,8.4589958,25.3987205,4.40306045,31.052169,44.0505725,20.496775,5.26845995,2.10322275,3.56202905,0.01269755,0.5395521,13,1211,127.83711,1.7622076,4.45640055,1
933,23.972659,31.0569885,62.990545,27.7637445,5.3103334,8.0824237,7.66920385,206.06768,1.8854654,3.26918775,233.88182,29.9305515,10.817,4.27645515,8.0111776,26.515109,0.78675328,63.508372,29.6668195,6.0209292,3.7625139,1.2069828,2.27372005,0.003911795,0.287779775,12,1065,241.70448,1.64842085,4.3049933,0
934,23.981341,31.093246,71.317403,31.668677,5.6442285,8.0893895,9.2938557,249.06999,1.9016126,2.9689547,245.85517,34.087818,12.828607,4.3967748,7.9016791,29.792801,0.54182402,73.574442,21.411108,4.4726185,3.3714834,0.99135873,2.039942,0.00286928,0.24431783,12,1141,301.8974,1.6273595,4.2863368,0
935,24.1074175,31.1302225,72.7696,32.375372,5.5940567,8.09884325,9.81941275,263.66083,1.906821,2.79297275,248.1846,34.7934375,13.322657,4.546777,7.89250245,30.8411775,0.22104587,91.045805,7.2003943,1.5327525,2.69882055,0.582374535,1.57484795,0.000965115,0.16398606,12,1188,381.683495,1.61412285,4.2345305,0
936,24.146452,31.17437,67.834315,30.487842,5.1321468,8.1106983,9.7260212,260.21883,1.9086689,2.6514685,244.44523,32.253743,12.955174,4.7373363,7.9653296,30.469557,0.161591,93.070896,5.5697031,1.2104061,2.584104,0.53875455,1.4898658,0.0007348,0.14939154,12,1285,358.47052,1.5828275,4.3146568,0
937,24.342314,31.172338,59.45621,26.8480395,4.4977172,8.1218428,9.24251505,243.470285,1.9061791,2.53622465,235.68798,28.15829,11.855991,4.9282758,8.07727035,28.9978165,0.38028543,70.0364905,24.0597055,5.51778875,3.5413599,1.16046015,2.3106395,0.003327655,0.282048435,12,1141,314.993665,1.6599205,4.1826013,0
939,24.882713,31.212047,59.2062125,27.6641525,4.26753045,8.1305219,9.3285885,261.82707,1.95631255,2.46070705,239.731875,27.321387,12.35909,5.1348452,8.0587878,30.6849145,0.23033092,46.4170055,42.451786,10.59355,4.55956385,1.91838665,3.40504315,0.00486357,0.443219875,12,862,233.47554,1.74226405,3.70743735,0
940,24.9686,31.348829,65.145324,30.80941,4.5980288,8.1285597,9.7640106,289.7232,2.0101026,2.4565324,248.82296,29.776124,13.49199,5.1946248,7.9507263,33.19943,0.1718536,45.521111,42.801928,12.092643,4.71149,2.1202434,3.6634221,0.00441035,0.47722038,13,1006,195.7932,1.8757979,3.5673455,0
941,25.109318,31.404771,66.211533,31.9609835,4.55796145,8.13001595,9.87603905,310.40093,2.07369625,2.4427579,254.473165,29.7485245,14.08295,5.35973025,7.8715046,35.1568885,0.175532155,59.455719,32.20345,7.99676885,4.1322624,1.58414825,3.02753565,0.00455332,0.3668914,15,1188,323.809465,1.95664235,4.13865255,0
942,25.207523,31.439721,61.89748,30.570643,4.1631842,8.1328836,9.6664479,317.25868,2.1357904,2.4182795,253.67679,27.184024,13.878959,5.6462984,7.8526761,35.952034,0.26519755,60.704725,31.57682,7.6009342,4.0636728,1.4977742,2.8953254,0.00485386,0.35459277,15,1079,333.01563,1.9449517,4.0472381,0
943,25.3546375,31.393061,54.292886,27.545734,3.5672868,8.1375523,9.22780685,315.003345,2.18610275,2.3881554,248.90525,23.194133,13.104025,5.9395684,7.8643536,35.8306095,0.44905049,61.9557515,30.1688115,7.43160205,3.96304695,1.45704835,2.77369265,0.0048245,0.354583025,15,1100,328.00289,1.8910248,3.99462795,0
1005,26.6773125,31.8790605,74.258445,13.739923,9.1329179,8.2556024,18.6758185,305.447565,1.9629347,2.3715129,278.57093,51.3586295,12.357835,4.5732578,7.74648,33.0826195,1.8148376,32.075875,48.0863725,18.0946105,5.1485889,2.14420675,3.56073505,0.01580462,0.44547447,10,796,153.8599,1.5689257,4.1439303,0
1007,26.5761775,31.6921235,82.431148,13.1617775,10.9152815,8.2772907,20.165143,324.505965,2.0495011,2.2001737,289.943155,58.374774,12.4081885,4.3813475,7.81254135,32.524455,1.24202265,30.6307575,50.14337,17.9754875,5.25104265,2.0581806,3.5362389,0.01019866,0.43039255,10,740,127.96624,1.4827598,4.1842101,0
1008,26.538988,31.654011,86.666543,12.763801,11.806962,8.2827892,20.608731,332.59077,2.0905965,2.1013517,295.39359,62.105391,12.437091,4.2881527,7.8420507,32.25814,0.88053659,27.80088,53.278412,18.27809,5.4166252,2.055928,3.5509942,0.00709525,0.41772105,9,698,118.75168,1.4322925,4.2177384,0
1009,26.5166505,31.615202,89.665373,12.3642875,12.4349645,8.28637795,20.5180595,335.519165,2.12796015,2.0114187,300.23477,64.9419225,12.382715,4.2312025,7.8862234,31.9795265,0.51642656,21.778318,58.312412,19.360384,5.72359125,2.11316355,3.633159,0.00491784,0.410835,9,692,117.011835,1.39143325,4.31015265,0
1010,26.535071,31.583083,91.75551,11.951136,12.772893,8.2878885,19.872193,334.00467,2.1611192,1.9291003,304.22775,67.045678,12.234231,4.2059563,7.9481165,31.695345,0.50332647,24.535058,56.482446,18.251036,5.5432018,2.0762216,3.5152419,0.0041702,0.41119627,8,665,110.84508,1.38436,4.2193678,0
1029,26.4415535,31.6674115,71.4575265,9.87913375,7.36112225,8.66149035,11.0118875,289.345635,1.7931183,2.2099403,273.851325,54.0383085,9.8914208,3.49897915,8.3144032,26.4985025,0.370277865,4.2603606,62.895628,31.91657,7.16248835,2.6003552,4.57497365,0.02671394,0.780165455,17,914,267.72085,2.25951955,3.8660411,0
1030,26.465717,31.747012,67.291161,10.899642,7.1029254,8.7874493,11.162624,286.20302,1.8373672,2.3561073,271.99457,49.28078,9.3670683,3.6937826,8.3952131,26.486266,0.24306114,2.8940037,64.581931,31.902144,7.2379404,2.5987965,4.5723221,0.0170369,0.76959202,17,803,266.08368,2.2423955,3.6943798,0
1035,26.5477925,31.8018915,50.2844785,12.1128065,5.17812345,9.0656,10.964949,261.581545,1.71254465,2.79760955,250.275645,33.1384115,8.00822195,3.44329375,8.50288175,24.386822,5.7081087,37.3740385,38.5742845,18.342119,4.8477556,1.9875056,3.2929864,0.011427885,0.504078695,13,1245,112.00716,1.77859055,4.6134958,0
1112,24.057908,30.9027505,65.449744,28.6392335,5.47354355,8.0803517,8.60141385,218.9847,1.8993564,3.03972905,236.78194,31.497765,11.3977515,4.26051465,7.96613585,27.4958325,0.827736165,63.527548,29.725714,5.89659725,3.8279294,1.19334615,2.2901091,0.00408939,0.293423135,12,1003,206.782635,1.64814465,4.3569763,0
1113,24.1497235,31.0064385,74.977193,32.938379,5.90985655,8.08495495,10.10472355,263.707175,1.91430355,2.76007675,249.59191,36.207599,13.4861665,4.36968255,7.85440425,30.9105385,0.65886876,68.1141145,25.967699,5.2478774,3.61446895,1.09757685,2.169194,0.003450755,0.26936764,12,1066,248.31897,1.63868715,4.3501996,0
1119,25.381232,31.305159,71.042231,33.9700685,4.9443053,8.1231747,10.255521,313.058265,2.05203405,2.4266098,257.953985,32.274786,14.6857925,5.19862845,7.84993305,35.3743305,0.207111595,59.9817205,31.815979,8.0827796,4.1166657,1.5849657,2.98181035,0.003905245,0.38247243,14,993,283.51884,1.86756555,3.86373455,0
1120,25.5063015,31.3309415,67.169263,32.660573,4.58811425,8.12746645,10.018792,319.566015,2.1072454,2.4116255,256.655645,29.9716995,14.360502,5.43101885,7.83885985,36.1554595,0.16119696,64.2343495,28.91719,6.65178905,3.9332602,1.36910375,2.73539935,0.003229465,0.341154265,14,1001,339.075495,1.92683715,3.9988509,0
1121,25.6160905,31.378133,56.797136,28.588005,3.75836215,8.1334843,9.40039995,316.711825,2.1728553,2.38279945,250.53112,24.4669475,13.3571695,5.85430345,7.8569727,36.010077,0.23549307,66.18894,27.240205,6.36155345,3.8006112,1.3134398,2.64360645,0.00359543,0.332362265,15,1016,343.00183,1.9188418,3.86975945,0
1184,26.8937115,31.8933485,72.361214,12.194533,9.07372635,8.20817605,19.023276,297.095515,1.90829705,2.39432875,274.114625,51.0725155,12.2236025,4.556304,7.696752,32.5990795,2.1352009,31.806029,47.7645725,18.413341,5.15076745,2.2166018,3.58394755,0.01978733,0.451948485,11,810,164.66158,1.6140164,4.13673005,0
1186,26.807107,31.8015065,84.0063955,11.872758,11.58642,8.2345252,21.7514035,330.26295,2.03004395,2.15705905,289.60927,60.555966,12.5729715,4.2677257,7.7270069,32.2994655,1.66966425,29.5251265,49.8802715,18.73523,5.287406,2.1642365,3.58706985,0.014469595,0.44762612,10,805,141.627815,1.5223726,4.17133665,0
1187,26.768806,31.7464045,90.396966,11.451082,12.9025895,8.2381903,22.708497,345.25116,2.0791715,2.02236055,296.729835,66.0493035,12.8202865,4.1121657,7.72153265,32.096794,1.40371435,28.2668055,51.281744,18.7942905,5.36040965,2.1382645,3.57668575,0.0112435,0.43968963,10,785,131.37728,1.48092625,4.2004237,0
1188,26.74404,31.7209335,94.5113935,11.0749215,13.733895,8.2414792,22.8147415,352.31707,2.12025105,1.9108101,302.4598,69.6684855,12.868432,4.02928345,7.75811915,31.8948655,1.18590235,27.054735,52.8808775,18.899057,5.41824025,2.1310233,3.5736896,0.008851275,0.434790455,9,769,124.14549,1.451322,4.22857245,0
1189,26.713171,31.681088,96.50825,10.830697,13.9712955,8.2474884,21.8826655,348.267925,2.15891335,1.833113,306.82385,71.6488435,12.6719905,4.0347578,7.8403756,31.657812,1.05190639,26.4768585,53.7990665,18.7723845,5.4344509,2.1331287,3.5410469,0.00733486,0.43642684,9,757,119.334405,1.43788045,4.2275025,0
1207,26.392964,31.431616,76.409301,7.3431098,7.29269355,8.4380973,10.5450155,291.86993,1.61999005,1.93881205,272.086685,61.637729,10.8825365,2.91144845,8.12383045,25.971894,1.065479,10.05223,60.6743255,28.2013705,6.6576878,2.46934515,4.27033425,0.020346415,0.693086495,15,1006,192.502915,1.99438565,4.06476505,0
1208,26.4248375,31.5013085,70.712198,9.3608026,7.25303,8.64550235,10.909874,285.926795,1.77108605,2.1623628,272.72498,54.089438,9.8434729,3.4385697,8.3189992,26.228927,0.68468805,6.748996,61.6498975,30.850111,6.9700361,2.56150045,4.55260015,0.03018313,0.756163755,17,954,236.838215,2.1712433,3.9999876,0
1209,26.452728,31.5699145,65.9411815,10.4534295,6.9658336,8.78888755,11.0687895,281.34765,1.82303605,2.3172364,270.387815,48.514077,9.21265625,3.67373995,8.4185175,26.196136,0.77534214,6.79146915,61.488299,30.9029075,6.97807455,2.5544439,4.5048943,0.024466415,0.76229641,17,939,259.69299,2.21108675,3.95060495,0
1214,26.5436075,31.7245875,44.815533,10.9774595,4.54611415,9.00646065,10.649992,238.232275,1.6167953,2.71140635,242.2591,29.133682,7.54430945,3.1507353,8.55647015,23.061467,7.57196665,46.623525,30.7953135,15.0763655,4.23103875,1.816753,2.9015226,0.00932052,0.44898685,13,1288,89.6997215,1.79123565,4.83211135,0
1291,24.217639,30.825125,73.1526035,31.269178,5.9190722,8.0792179,10.760066,261.773635,1.90502295,2.58902685,246.459665,36.2415615,13.365208,4.24951685,7.833204,30.7931895,0.80327497,65.682786,27.964006,5.51457075,3.8217228,1.1397268,2.2639696,0.00442826,0.292351285,11,845,147.23171,1.65225365,4.40824335,0
1299,25.614427,31.267056,69.50388,34.105414,4.6817412,8.1249665,10.235779,328.41777,2.1315168,2.3820866,260.71763,30.7376325,14.9413895,5.46351925,7.80422995,37.2829705,0.101118615,73.143318,22.3069005,3.2339469,3.22788935,1.05965215,2.10691045,0.00101254,0.347170975,13,654,395.509575,1.88235805,3.5754728,0
1300,25.794484,31.304617,55.733631,28.393394,3.6428765,8.1330593,9.3705172,318.7171,2.1942793,2.3600366,250.76204,23.711374,13.36654,5.920448,7.851448,36.539032,0.19282065,77.483631,18.128074,4.115451,3.3452635,0.9717253,2.224248,0.0020473,0.30026085,13,845,373.2314,1.888768,3.3460149,0
1358,27.218574,32.076516,59.223255,14.758331,6.1988281,8.1772505,16.389108,271.96447,1.9088081,2.3826992,264.22707,38.268389,13.193847,5.1503272,7.3992042,37.529573,2.2111616,35.758949,45.552233,16.515043,4.831291,2.1683622,3.5432967,0.02054726,0.42185825,11,686,229.797,1.756595,3.7901707,0
1359,27.1831155,32.067434,60.9675905,12.5844175,6.7000558,8.1470649,16.17546,265.409265,1.80215525,2.4935398,260.310455,41.7799635,12.530504,4.9387495,7.4802479,34.905447,2.75329485,40.7662495,40.93994,15.396605,4.55346025,2.15294335,3.39256065,0.020009415,0.403679485,11,709,197.742375,1.7951458,4.04332695,0
1360,27.159251,32.060778,62.183409,10.254182,7.1055474,8.1023816,15.622275,255.35842,1.7031202,2.5677185,255.4122,44.826304,11.95375,4.8066058,7.5199291,32.952168,3.1272635,43.85668,38.334708,14.771118,4.3667112,2.201847,3.3149185,0.01954966,0.39596229,12,712,173.29373,1.8545492,4.2640887,0
1362,27.03552,31.995929,65.303898,9.5285779,7.9291642,8.1117045,17.214327,264.24843,1.7278453,2.5421219,259.22385,47.849761,11.71783,4.6532367,7.5940167,31.777717,2.7024491,35.249842,44.387859,17.659032,4.9084615,2.2853943,3.5390791,0.02420274,0.44426249,11,782,175.64599,1.7394878,4.1842765,0
