id,left,top,right,bottom,용존무기질,암모니아성,아질산성질,수소이온농,부유물질 ,규산염,화학적산소,투명도,질소,질산성질소,인산염인,클로로필,용존산소,총인
11943,127.7,34.65,127.725,34.625,38.24421,24.013775,1.6267386,8.2239058,16.435594,174.46334,1.369195,4.7837742,183.01409,12.635202,6.1487434,2.0302281,8.3658526,23.715285
11943,127.7,34.65,127.725,34.625,42.971858,26.870682,1.748625,8.2334022,15.590637,185.37189,1.4747299,4.7751698,190.86974,14.375042,6.505724,2.1084788,8.2989825,24.26876
11943,127.7,34.65,127.725,34.625,12.694508,7.997773,0.99576935,8.1699725,18.94703,122.58621,0.85815707,4.9555781,139.4656,3.7843016,4.0473954,1.504845,8.6434274,20.623444
11943,127.7,34.65,127.725,34.625,23.985923,14.851403,1.2790356,8.1973171,17.751476,147.09305,1.0879607,4.8982837,158.49024,7.9155204,4.9632145,1.7468089,8.5254816,21.944939
11943,127.7,34.65,127.725,34.625,33.876418,20.824559,1.5293174,8.2204764,16.502219,168.85723,1.2963122,4.8634085,175.07538,11.56237,5.7433008,1.9472242,8.4142565,23.084565
11943,127.7,34.65,127.725,34.625,40.065026,24.523303,1.6854935,8.2348281,15.431872,182.53517,1.4376897,4.8654911,185.42021,13.882991,6.187758,2.0574415,8.3402777,23.746181
16049,128.275,34.925,128.3,34.9,28.939057,14.020437,1.4606428,8.1761626,7.9934826,178.66582,1.5146722,6.4438345,179.90311,13.47326,9.8742191,2.3936597,7.7773795,27.213415
16049,128.275,34.925,128.3,34.9,27.4658,14.436682,1.3407507,8.1563826,7.6467518,183.21914,1.580451,6.2395907,177.92205,11.698691,11.732289,2.4559075,7.6745704,29.397141
16049,128.275,34.925,128.3,34.9,23.490629,14.211429,1.0836791,8.1240382,6.8455996,186.77342,1.6623388,6.0842036,172.17197,8.2010979,14.405979,2.4495683,7.492396,32.334655
16049,128.275,34.925,128.3,34.9,27.505011,13.245466,1.4170767,8.1778985,7.7176065,173.05464,1.4746176,6.6576392,178.03846,12.858046,9.387425,2.2912098,7.780476,26.433551
16049,128.275,34.925,128.3,34.9,26.974094,13.984629,1.3418985,8.1609035,7.5411298,179.00608,1.5444824,6.3844527,177.33598,11.658342,11.147919,2.3913881,7.6962137,28.590572
16049,128.275,34.925,128.3,34.9,24.238367,14.124159,1.1474836,8.1334324,6.9742338,183.73644,1.6259737,6.1688865,173.41878,8.9731703,13.551743,2.4274403,7.5457362,31.330389
16049,128.275,34.925,128.3,34.9,26.088303,12.347227,1.382906,8.1822158,7.4426462,166.75672,1.4215361,6.9440294,176.15555,12.373448,8.6439658,2.1710409,7.7957783,25.318252
16049,128.275,34.925,128.3,34.9,26.904519,13.466811,1.377878,8.1708531,7.5181065,173.53315,1.4890307,6.5919215,177.38622,12.071233,10.079545,2.3136483,7.7478724,27.212834
16049,128.275,34.925,128.3,34.9,26.151449,14.069101,1.2948279,8.1538115,7.321855,178.40488,1.5549332,6.3218958,176.50951,10.795692,11.766375,2.3983791,7.662883,29.276014
16049,128.275,34.925,128.3,34.9,24.308541,11.25368,1.3361959,8.1868995,7.0946818,159.82456,1.3590359,7.3116659,173.6878,11.73263,7.8058163,2.0258072,7.8098428,24.028178
16049,128.275,34.925,128.3,34.9,26.533304,12.803868,1.4029678,8.1808962,7.4373274,167.37796,1.4271295,6.8454759,176.94596,12.337947,8.9600502,2.2167365,7.7984282,25.7254
16049,128.275,34.925,128.3,34.9,27.374261,13.790831,1.4108478,8.1721211,7.5347431,172.05585,1.4800273,6.5123195,178.54773,12.181888,10.08745,2.3410382,7.7665142,27.26445
11942,127.7,34.675,127.725,34.65,38.916246,29.875275,1.4697311,8.198545,18.827769,106.2054,1.3471786,4.526746,191.57361,7.5734241,5.1087284,1.9921914,8.633759,22.284769
11942,127.7,34.675,127.725,34.65,45.403199,32.663304,1.7059951,8.2069605,18.171465,145.23763,1.4542691,4.4782814,200.27258,11.038969,6.4776956,2.113065,8.3919082,24.177137
11942,127.7,34.675,127.725,34.65,50.928938,35.412136,1.9137245,8.2106053,17.58008,174.7317,1.5419969,4.4132512,208.12207,13.610337,7.5657342,2.1892933,8.1747117,25.696197
11942,127.7,34.675,127.725,34.65,54.565952,37.450025,2.0502323,8.2112901,17.01064,192.02915,1.602637,4.3647542,213.8486,15.07407,8.2089866,2.2222244,8.0234118,26.650835
11942,127.7,34.675,127.725,34.65,41.818253,29.813171,1.593801,8.2117146,18.087497,138.73444,1.4069137,4.5835098,194.33342,10.418263,5.9620928,2.0793494,8.4975219,23.457412
11942,127.7,34.675,127.725,34.65,45.387434,31.454495,1.7272529,8.2153628,17.611426,158.6493,1.4655686,4.5433661,198.97062,12.214728,6.616986,2.1393551,8.3624347,24.406498
11942,127.7,34.675,127.725,34.65,49.060069,33.297968,1.8609839,8.2184246,17.052239,177.19429,1.5284409,4.5041225,204.15315,13.911197,7.241734,2.190999,8.2261806,25.326818
11942,127.7,34.675,127.725,34.65,51.965765,34.88195,1.9627125,8.2203596,16.44795,190.36204,1.582743,4.4768981,208.62107,15.131274,7.6702191,2.2225408,8.1190112,26.003823
11942,127.7,34.675,127.725,34.65,40.955419,27.669415,1.6185273,8.2187601,17.566377,157.17861,1.3971216,4.6596468,190.80859,11.683817,6.2197853,2.0855764,8.4365065,23.800759
11942,127.7,34.675,127.725,34.65,43.56625,29.096107,1.7085352,8.220897,17.177773,167.92144,1.442806,4.6246315,194.43945,12.777869,6.5696318,2.1258275,8.3546967,24.339908
11942,127.7,34.675,127.725,34.65,46.615079,30.787259,1.8082745,8.2240643,16.655923,179.78353,1.5001914,4.5958809,198.98152,14.034534,6.9565278,2.1697919,8.2655587,24.939339
11942,127.7,34.675,127.725,34.65,49.30626,32.310912,1.892883,8.2270393,16.048341,189.70442,1.5557496,4.5796885,203.18293,15.115691,7.2579469,2.20239,8.1883711,25.434515
11942,127.7,34.675,127.725,34.65,35.468427,23.064494,1.5205391,8.2150049,17.485659,159.44259,1.2979628,4.7535136,179.7712,10.91579,5.8945473,1.9864857,8.4503785,23.310828
11942,127.7,34.675,127.725,34.65,38.951221,25.204671,1.6189292,8.2198573,17.043825,168.41965,1.365329,4.7193273,185.32017,12.155514,6.2208216,2.0476412,8.3857679,23.817316
11942,127.7,34.675,127.725,34.65,42.947436,27.622727,1.7303017,8.2260063,16.446124,179.04621,1.4460913,4.6910403,191.7742,13.616729,6.5913245,2.1145677,8.3116979,24.393935
11942,127.7,34.675,127.725,34.65,46.260459,29.595808,1.8221112,8.2312874,15.771457,188.15978,1.518482,4.6792503,197.15104,14.860064,6.8754339,2.1620843,8.2470189,24.855312
16048,128.275,34.95,128.3,34.925,33.002415,15.561402,1.6297214,8.1840044,8.7854963,189.01248,1.5622417,6.1339005,185.34229,15.825885,9.9095926,2.5898116,7.8333196,27.707737
16048,128.275,34.95,128.3,34.925,31.646208,15.703873,1.5364683,8.1707299,8.4953634,190.27005,1.5989151,6.0383658,183.88192,14.417153,11.06387,2.6142358,7.7675233,29.05244
16048,128.275,34.95,128.3,34.925,29.347932,15.562254,1.3944568,8.1535099,8.0313012,190.73418,1.6369401,5.9712304,180.95385,12.399604,12.435505,2.6061722,7.675174,30.561859
16048,128.275,34.95,128.3,34.925,30.75024,14.773234,1.531496,8.1783916,8.3440237,183.85099,1.542322,6.2774379,182.29887,14.460407,10.024193,2.4904754,7.7957565,27.603253
16048,128.275,34.95,128.3,34.925,29.072706,14.990401,1.4107523,8.1605459,7.9731382,186.6426,1.5948136,6.1355176,180.18194,12.682136,11.618855,2.5267389,7.703157,29.447225
16048,128.275,34.95,128.3,34.925,25.541903,14.708292,1.190407,8.13386,7.2611563,188.42687,1.6562257,6.0354204,175.23083,9.649753,13.767293,2.5080846,7.5536709,31.779382
16048,128.275,34.95,128.3,34.925,28.939057,14.020437,1.4606428,8.1761626,7.9934826,178.66582,1.5146722,6.4438345,179.90311,13.47326,9.8742191,2.3936597,7.7773795,27.213415
16048,128.275,34.95,128.3,34.925,27.4658,14.436682,1.3407507,8.1563826,7.6467518,183.21914,1.580451,6.2395907,177.92205,11.698691,11.732289,2.4559075,7.6745704,29.397141
16048,128.275,34.95,128.3,34.925,23.490629,14.211429,1.0836791,8.1240382,6.8455996,186.77342,1.6623388,6.0842036,172.17197,8.2010979,14.405979,2.4495683,7.492396,32.334655
3722,126.55,34.325,126.575,34.3,44.890572,11.774243,4.8515891,12.332439,10.942782,403.78998,1.8584436,2.7671485,241.86787,28.285472,8.2273271,4.7190124,8.2486928,29.045256
3722,126.55,34.325,126.575,34.3,44.967812,11.713299,4.8939653,12.638097,10.912244,414.9439,1.8713083,2.7541147,241.75954,28.380787,8.3022117,4.7868438,8.2146479,29.439066
3722,126.55,34.325,126.575,34.3,44.907127,11.605855,4.9255893,12.958689,10.867625,425.20558,1.8813705,2.7375989,241.38827,28.395577,8.3595883,4.8427169,8.181802,29.789915
3722,126.55,34.325,126.575,34.3,44.71939,11.452157,4.9482314,13.295818,10.809385,434.56448,1.8888369,2.7176334,240.7667,28.338677,8.399784,4.8867504,8.149965,30.099098
3722,126.55,34.325,126.575,34.3,45.001501,11.822226,4.8581139,12.430854,10.901626,401.69399,1.8534353,2.8010532,241.22958,28.341792,8.2332092,4.6621881,8.2402003,28.917019
3722,126.55,34.325,126.575,34.3,45.077687,11.749709,4.9027994,12.743776,10.866957,412.11711,1.8654677,2.7875844,241.04675,28.445299,8.3040228,4.7234687,8.2071634,29.28536
3722,126.55,34.325,126.575,34.3,45.023175,11.631109,4.9378498,13.072939,10.817884,421.63593,1.8747576,2.7706557,240.6052,28.473969,8.3580312,4.772485,8.1753094,29.610683
3722,126.55,34.325,126.575,34.3,44.848603,11.466505,4.9650339,13.420085,10.754734,430.23739,1.8814921,2.7503072,239.91599,28.436568,8.3956192,4.8092487,8.1444506,29.894032
3722,126.55,34.325,126.575,34.3,45.146475,11.879182,4.8675382,12.522789,10.864417,399.80988,1.8493202,2.8362208,240.67341,28.420222,8.2435042,4.6096576,8.2316948,28.798726
3722,126.55,34.325,126.575,34.3,45.219549,11.795664,4.913997,12.841658,10.825485,409.50616,1.8604779,2.8223467,240.41717,28.529839,8.3102628,4.6643471,8.1998016,29.141211
3722,126.55,34.325,126.575,34.3,45.170418,11.666767,4.9520417,13.178128,10.771927,418.3011,1.8689891,2.8050429,239.9088,28.571178,8.3611657,4.7066658,8.1690485,29.441279
3722,126.55,34.325,126.575,34.3,45.009315,11.492353,4.9834183,13.534096,10.703894,426.17684,1.8750174,2.7843551,239.15737,28.552838,8.3966324,4.7364987,8.1392608,29.699615
3722,126.55,34.325,126.575,34.3,45.3223,11.945453,4.8792629,12.607362,10.831225,398.13796,1.8460529,2.872786,240.19732,28.517833,8.2578355,4.5613602,8.2231913,28.689948
3722,126.55,34.325,126.575,34.3,45.390415,11.851617,4.9269653,12.930803,10.788022,407.11642,1.8563094,2.8585269,239.86984,28.63157,8.3205645,4.6095295,8.1925626,29.006494
3722,126.55,34.325,126.575,34.3,45.345828,11.713376,4.9675444,13.273234,10.730061,415.20912,1.8640457,2.84088,239.29877,28.684254,8.3685823,4.6453937,8.1630107,29.281772
3722,126.55,34.325,126.575,34.3,45.198248,11.53034,5.0027081,13.636749,10.657278,422.39162,1.8694,2.8198935,238.49093,28.684254,8.4023248,4.668699,8.1343813,29.516034
11940,127.7,34.725,127.725,34.7,58.29262,41.767674,1.9759039,8.2032576,19.278899,191.57711,1.6616301,4.2428786,218.16744,14.553252,9.3099138,2.4605418,8.0736086,28.080036
11940,127.7,34.725,127.725,34.7,63.824799,46.059816,2.2754968,8.1883787,19.43735,205.50479,1.6733658,4.0392042,225.91733,15.496119,10.272918,2.3334136,7.7564537,29.033019
11940,127.7,34.725,127.725,34.7,69.200954,50.243756,2.6998726,8.160835,21.610546,223.10498,1.65365,3.780716,234.20372,16.264771,12.265559,2.1291953,7.3588943,30.461389
11940,127.7,34.725,127.725,34.7,74.8273,53.300808,3.4152654,8.1169232,27.250396,255.49032,1.5820262,3.4061332,243.47061,18.11647,15.980241,1.8354749,6.8273567,32.639977
11940,127.7,34.725,127.725,34.7,54.787288,39.382491,1.9211081,8.2015142,19.383113,178.67422,1.6007684,4.3050619,214.08778,13.48642,8.755926,2.3445028,8.1481479,27.12145
11940,127.7,34.725,127.725,34.7,60.996435,43.732338,2.2648298,8.1867036,19.933328,199.4389,1.6276483,4.0833464,222.93093,15.004569,10.100271,2.2559993,7.8076812,28.467572
11940,127.7,34.725,127.725,34.7,67.839303,48.415764,2.7997865,8.1561388,22.788586,227.08501,1.6200807,3.7701105,233.51618,16.629796,12.716788,2.0682455,7.3363319,30.454133
11940,127.7,34.725,127.725,34.7,75.591339,52.576266,3.6891433,8.1038879,29.735149,270.62716,1.546111,3.3008952,245.53353,19.329173,17.368509,1.7528073,6.6839032,33.309256
11940,127.7,34.725,127.725,34.7,49.050157,35.909064,1.7689353,8.1999793,19.234645,152.39855,1.5076894,4.3891263,206.43034,11.373651,7.4764631,2.2029396,8.3182041,25.368655
11940,127.7,34.725,127.725,34.7,56.14987,40.348742,2.1018473,8.1914357,19.558446,181.85468,1.5727163,4.1976671,216.49558,13.703525,9.0418343,2.2033358,7.9858142,27.163084
11940,127.7,34.725,127.725,34.7,63.220703,45.004933,2.5294005,8.1720918,21.10363,211.18728,1.609402,3.9508927,227.32405,15.692266,11.185105,2.12083,7.5826373,29.160018
11940,127.7,34.725,127.725,34.7,68.568383,48.532984,2.9629195,8.1472706,23.609966,234.98257,1.6082616,3.703563,236.2342,17.078549,13.433832,1.983432,7.2067204,30.898124
11940,127.7,34.725,127.725,34.7,40.893476,31.624021,1.5186565,8.1942571,19.214103,109.42229,1.3730829,4.4672975,194.93643,7.7515374,5.5453183,2.0226535,8.5819404,22.82268
11940,127.7,34.725,127.725,34.7,50.141155,36.504872,1.8737921,8.1965468,19.010957,156.66465,1.5020364,4.3288488,207.96412,11.765955,7.5814155,2.1421525,8.2199598,25.439369
11940,127.7,34.725,127.725,34.7,57.702945,41.020253,2.2182207,8.1895165,19.310441,191.32701,1.5863305,4.1568719,219.29574,14.470281,9.3961572,2.1662971,7.8702468,27.555415
11940,127.7,34.725,127.725,34.7,62.211414,44.026657,2.4573816,8.1798771,19.700657,210.28362,1.6286164,4.0240308,227.03236,15.734565,10.610671,2.1343488,7.621247,28.879052
5767,126.85,36.9,126.875,36.875,316.26556,131.03531,16.968501,7.9544122,12.277202,854.85104,3.0726032,1.7954858,545.01368,168.27058,41.570858,4.0527227,6.6119376,68.068839
5767,126.85,36.9,126.875,36.875,311.84682,129.47082,16.863385,7.9589792,12.447577,847.3588,3.0431105,1.8160991,539.51177,165.52177,41.228472,4.1399305,6.6241936,67.707532
5767,126.85,36.9,126.875,36.875,305.78914,127.4288,16.720119,7.9648197,12.676098,836.99228,3.0000004,1.8412798,531.88449,161.64978,40.765905,4.2568485,6.6396693,67.208059
5767,126.85,36.9,126.875,36.875,298.76743,125.09675,16.553362,7.9714766,12.938406,824.90907,2.9490338,1.8697209,523.00865,157.12735,40.229899,4.3904152,6.6572533,66.623755
5767,126.85,36.9,126.875,36.875,300.02573,125.86566,16.496368,7.9676014,12.744638,825.0495,2.955182,1.8436882,524.44348,157.67349,40.263172,4.2921066,6.6528652,66.577724
5767,126.85,36.9,126.875,36.875,296.85833,124.66603,16.418659,7.9713589,12.869785,819.69658,2.9357412,1.8620816,520.54786,155.78365,40.007468,4.3546973,6.6628793,66.313142
5767,126.85,36.9,126.875,36.875,292.37635,123.08001,16.308989,7.9761439,13.039988,812.00824,2.9054995,1.8842148,514.94904,152.99766,39.653377,4.4400722,6.6755896,65.934744
5767,126.85,36.9,126.875,36.875,287.02091,121.23182,16.177303,7.9816574,13.239756,802.74728,2.868156,1.909231,508.21841,149.62244,39.231913,4.5399343,6.6902343,65.477937
5767,126.85,36.9,126.875,36.875,285.8844,121.22537,16.055382,7.9795131,13.11763,798.65843,2.8578258,1.8886346,506.65943,148.61422,39.083378,4.4815677,6.691579,65.232248
5767,126.85,36.9,126.875,36.875,283.59865,120.29711,15.998461,7.982685,13.212328,794.82963,2.8449718,1.9053395,503.8811,147.31381,38.890771,4.5275004,6.6997784,65.037074
5767,126.85,36.9,126.875,36.875,280.26371,119.05621,15.914826,7.9866854,13.341637,789.11138,2.8236394,1.9251226,499.7458,145.30363,38.617816,4.5907256,6.7102462,64.748474
5767,126.85,36.9,126.875,36.875,276.16926,117.58571,15.811263,7.9913173,13.495681,782.0086,2.796202,1.9474184,494.62729,142.78349,38.285208,4.6659557,6.7224545,64.390053
5766,126.85,36.925,126.875,36.9,378.74135,149.63656,18.527384,7.9073789,10.200885,965.4661,3.5685725,1.6369981,625.28109,210.58229,46.233734,2.9690395,6.4824787,73.385114
5766,126.85,36.925,126.875,36.9,366.59971,146.04265,18.278434,7.9166872,10.673946,945.11876,3.4694275,1.6691538,609.65347,202.28437,45.392923,3.2210822,6.5047943,72.456195
5766,126.85,36.925,126.875,36.9,351.89325,141.67848,17.975418,7.9280661,11.246341,920.42937,3.3494662,1.7089676,590.72378,192.24614,44.370496,3.5249471,6.532128,71.325432
5766,126.85,36.925,126.875,36.9,336.75687,137.12701,17.659872,7.9400668,11.835077,894.96262,3.2273981,1.7522715,571.27547,181.97785,43.308238,3.8357639,6.5613108,70.15281
5766,126.85,36.925,126.875,36.9,355.90837,143.0462,17.997759,7.9239903,11.001683,925.68851,3.3802531,1.6906199,595.76734,194.8708,44.588037,3.390361,6.5253118,71.508858
5766,126.85,36.925,126.875,36.9,347.17441,140.31721,17.808414,7.9312449,11.337598,910.95458,3.3128839,1.7180112,584.63572,189.05579,43.961469,3.5675717,6.5437291,70.825195
5766,126.85,36.925,126.875,36.9,336.08739,136.89857,17.568217,7.9403476,11.762199,892.19192,3.2259858,1.7520444,570.45947,181.62837,43.167418,3.7908165,6.5666101,69.952495
5766,126.85,36.925,126.875,36.9,324.16426,133.20521,17.307787,7.9502709,12.217903,871.95774,3.1327926,1.7897754,555.21575,173.65986,42.308008,4.0290772,6.5916395,69.006627
5766,126.85,36.925,126.875,36.9,334.88145,136.77434,17.471311,7.9398455,11.699031,888.42441,3.2136917,1.7441818,568.76096,180.64351,43.015744,3.7539822,6.5691177,69.716249
5766,126.85,36.925,126.875,36.9,328.67393,134.71405,17.329768,7.9455416,11.936628,877.90895,3.1689448,1.7677333,560.93771,176.63826,42.553357,3.8777181,6.5841507,69.21949
5766,126.85,36.925,126.875,36.9,320.46163,132.07084,17.143385,7.9527961,12.247623,863.92054,3.1074681,1.7968419,550.51531,171.25612,41.946468,4.0392857,6.6030108,68.557905
5766,126.85,36.925,126.875,36.9,311.26945,129.12668,16.93362,7.9609151,12.594059,848.20232,3.0381248,1.8295232,538.82802,165.2185,41.265044,4.2182934,6.6240781,67.811165
5766,126.85,36.925,126.875,36.9,316.26556,131.03531,16.968501,7.9544122,12.277202,854.85104,3.0726032,1.7954858,545.01368,168.27058,41.570858,4.0527227,6.6119376,68.068839
5766,126.85,36.925,126.875,36.9,311.84682,129.47082,16.863385,7.9589792,12.447577,847.3588,3.0431105,1.8160991,539.51177,165.52177,41.228472,4.1399305,6.6241936,67.707532
5766,126.85,36.925,126.875,36.9,305.78914,127.4288,16.720119,7.9648197,12.676098,836.99228,3.0000004,1.8412798,531.88449,161.64978,40.765905,4.2568485,6.6396693,67.208059
5766,126.85,36.925,126.875,36.9,298.76743,125.09675,16.553362,7.9714766,12.938406,824.90907,2.9490338,1.8697209,523.00865,157.12735,40.229899,4.3904152,6.6572533,66.623755
5765,126.85,36.95,126.875,36.925,420.41143,161.15063,19.398213,7.8784307,8.6434963,1036.4376,3.9294553,1.5496384,679.57069,239.86462,49.094159,2.1398993,6.4153162,76.645702
5765,126.85,36.95,126.875,36.925,400.09372,155.61128,19.028202,7.8924348,9.4663802,1003.0152,3.7496566,1.5912817,653.04619,225.45776,47.772278,2.5849684,6.4443362,75.165024
5765,126.85,36.95,126.875,36.925,377.66418,149.33237,18.612789,7.9084457,10.375316,966.09075,3.5555996,1.6415884,623.89045,209.72418,46.294777,3.0749129,6.4788097,73.522409
5765,126.85,36.95,126.875,36.925,356.38119,143.21223,18.210729,7.9242337,11.237603,930.98706,3.375726,1.6940484,596.34245,194.96496,44.872329,3.5372452,6.5140569,71.951459
5765,126.85,36.95,126.875,36.925,401.49177,156.00068,19.017242,7.8913697,9.3648213,1004.4629,3.7630046,1.5877144,654.85733,226.4772,47.817133,2.525433,6.4441399,75.190185
5765,126.85,36.95,126.875,36.925,385.21454,151.39906,18.702519,7.9031027,10.010504,977.41671,3.6238678,1.6250801,633.73704,215.11748,46.726136,2.8722167,6.4703653,73.974124
5765,126.85,36.95,126.875,36.925,366.44435,146.0076,18.335594,7.9169686,10.755277,946.19542,3.4656046,1.6708197,609.44188,202.10703,45.457144,3.2708063,6.5019482,72.565093
5765,126.85,36.95,126.875,36.925,347.95709,140.58643,17.968493,7.9310766,11.488679,915.38592,3.3125428,1.7194577,585.58865,189.40938,44.192063,3.6612027,6.5348496,71.166796
5765,126.85,36.95,126.875,36.925,378.74135,149.63656,18.527384,7.9073789,10.200885,965.4661,3.5685725,1.6369981,625.28109,210.58229,46.233734,2.9690395,6.4824787,73.385114
5765,126.85,36.95,126.875,36.925,366.59971,146.04265,18.278434,7.9166872,10.673946,945.11876,3.4694275,1.6691538,609.65347,202.28437,45.392923,3.2210822,6.5047943,72.456195
5765,126.85,36.95,126.875,36.925,351.89325,141.67848,17.975418,7.9280661,11.246341,920.42937,3.3494662,1.7089676,590.72378,192.24614,44.370496,3.5249471,6.532128,71.325432
5765,126.85,36.95,126.875,36.925,336.75687,137.12701,17.659872,7.9400668,11.835077,894.96262,3.2273981,1.7522715,571.27547,181.97785,43.308238,3.8357639,6.5613108,70.15281
7823,127.125,34.725,127.15,34.7,62.18421,36.605374,3.3269392,8.8957719,23.475034,423.27631,1.7206107,3.1350736,237.63544,22.257951,11.866213,3.8590894,7.7120521,33.367541
7823,127.125,34.725,127.15,34.7,62.721709,37.707901,3.312726,8.8389198,24.17977,427.12173,1.7074653,3.0574767,237.97189,21.706706,12.16948,3.7928849,7.6729569,33.655515
7823,127.125,34.725,127.15,34.7,63.527265,39.15604,3.3121313,8.7762359,25.089392,433.37084,1.6897121,2.9421564,238.67638,21.064265,12.598312,3.7167839,7.6203463,34.085583
7823,127.125,34.725,127.15,34.7,60.798002,36.611276,3.2234095,8.8706793,23.925605,420.6203,1.7165094,3.1952071,236.03741,20.969086,11.750023,3.8419462,7.7090195,33.241878
7823,127.125,34.725,127.15,34.7,61.351449,37.707658,3.2130905,8.8137158,24.629275,424.6538,1.7036597,3.1155416,236.43291,20.436036,12.059418,3.7768454,7.6695579,33.53738
7823,127.125,34.725,127.15,34.7,62.262335,39.205496,3.2216581,8.7513632,25.55339,431.50431,1.6852793,2.9897298,237.2921,19.840064,12.517888,3.7000571,7.6145093,33.999793
