id,수온,염분,용존무기질,암모니아성,아질산성질,수소이온농,부유물질 ,규산염,화학적산소,투명도,질소,질산성질소,인산염인,클로로필,용존산소,총인,자갈,모래,실트,점토,평균,분급,IL,AVS,TOC,출현 종수,서식밀도,생체량,다양도,ISEP,target
934,23.96906389,31.10101344,71.46330233,31.609297,5.673018844,8.089661856,9.249812878,247.69989,1.900120011,2.968329,245.3467156,34.20373156,12.75770889,4.398220344,7.903957922,29.69042356,0.540212796,74.03511256,21.06918256,4.355485478,3.357776789,0.975107601,2.019475256,0.002793937,0.241303312,12,1139,301.5837611,1.627350744,4.285890133,0
935,24.0444805,31.13080542,72.24081967,32.1852855,5.565158092,8.0992004,9.784126058,262.4992975,1.905497675,2.79915935,247.9084383,34.52094258,13.30671533,4.552725483,7.899103125,30.77103367,0.238541051,90.03656383,8.03332246,1.691570233,2.73202305,0.604241559,1.592658367,0.0010683,0.166330209,12,1239,395.2240967,1.597605258,4.22015735,0
936,24.14475989,31.18182433,67.41944656,30.29277922,5.105634544,8.110911733,9.699804556,259.02659,1.907604867,2.662023267,243.9607389,32.06070578,12.89246378,4.739043022,7.970033633,30.37297011,0.181156588,91.263859,7.00114668,1.553835808,2.678644511,0.588160746,1.575001189,0.000955438,0.160678786,12,1310,387.2753867,1.572171956,4.288355889,0
937,24.29739942,31.18943558,58.851272,26.67114567,4.4226475,8.123352342,9.236950075,243.0083708,1.905064842,2.547157783,235.5081542,27.80704008,11.83305079,4.931604283,8.087472042,28.96243925,0.358433912,71.08179883,23.21741525,5.342346733,3.499812225,1.137124994,2.28578405,0.003207863,0.277085619,12,1152,319.4406675,1.651653917,4.190113375,0
939,24.904398,31.22156392,58.47841117,27.19907108,4.242639517,8.130673992,9.290015092,257.0098167,1.951622575,2.460838775,238.2735092,27.08515233,12.18195708,5.121643325,8.074707275,30.25505417,0.22094764,45.55334533,43.377174,10.84853068,4.619692483,1.951023333,3.45107005,0.004637539,0.448322603,12,840,215.8999837,1.73753185,3.498413517,0
940,24.98132311,31.37456133,64.76549278,30.63893778,4.571650533,8.128787533,9.740557989,287.0100611,2.009929667,2.455363556,248.3306378,29.59330289,13.43993589,5.200203833,7.958587889,32.96755422,0.147953457,46.17955289,41.86627856,11.80621411,4.745583156,2.080784533,3.631712156,0.004979731,0.466891449,13,996,186.8652893,1.852262378,3.455846011,0
941,25.0852625,31.408625,66.06242408,31.86868908,4.55072415,8.12964125,9.876827875,308.1975658,2.073427025,2.441915917,253.7111533,29.67172858,14.04249092,5.3768625,7.880034775,34.96832775,0.17686219,58.79261183,32.66866433,8.361860242,4.198346225,1.619598858,3.074092075,0.004813669,0.3682275,16,1245,297.5541525,1.968080133,4.280485433,0
942,25.22626033,31.45381133,61.59232522,30.42374933,4.143481489,8.132991289,9.646516322,316.9118133,2.135514244,2.417752433,253.1345656,27.045551,13.81314911,5.6515752,7.852303989,35.88404044,0.269295047,60.71355633,31.36920867,7.647935233,4.060904478,1.5029897,2.890461178,0.004869129,0.353861783,15,1077,333.5155433,1.9454414,4.057820467,0
943,25.33274583,31.42541108,52.56705208,26.7495415,3.449400467,8.137574375,9.122243242,313.6723058,2.189764283,2.385199,247.3421592,22.38219575,12.85548692,5.989313908,7.870686808,35.698416,0.444743802,61.97749933,30.15408658,7.423660767,3.967109608,1.456439717,2.78263225,0.004821149,0.354299666,15,1100,327.0271133,1.893799067,3.994546275,0
1005,26.68270875,31.865491,74.268832,13.72865067,9.148249983,8.255212167,18.712758,305.2931567,1.959726383,2.37071635,278.5739058,51.39810583,12.35832633,4.570374467,7.748084392,33.11094117,1.8112092,32.04652667,48.05329908,18.08831625,5.148316092,2.14253055,3.56065415,0.01576031,0.445099909,10,792,153.5308258,1.569019533,4.14497415,0
1007,26.58047308,31.69148433,82.53244567,13.14858033,10.93433425,8.276736517,20.18973175,324.7337775,2.048450342,2.197720467,289.7933533,58.45779133,12.41814233,4.376821,7.811230942,32.530974,1.233353433,30.503658,50.284041,17.97850583,5.259192983,2.061118792,3.539165,0.010219208,0.429717978,9,736,127.69484,1.481943533,4.1840757,0
1008,26.53920044,31.64584122,86.70037978,12.75267522,11.81556656,8.282323656,20.62069711,332.7145278,2.090238133,2.100690822,295.3836178,62.14174744,12.44646689,4.285976589,7.840416578,32.258158,0.867812693,27.32217922,53.44801867,18.36169511,5.4325581,2.052310767,3.559730978,0.007205349,0.418653456,9,701,119.39171,1.434448411,4.223043511,0
1009,26.52146042,31.61281492,89.80547967,12.352094,12.43636483,8.285829558,20.51689733,335.8391,2.127360958,2.01170045,300.1895475,65.02853042,12.3871725,4.229444508,7.884994683,31.98185675,0.511719564,19.67673133,59.82225333,19.98913475,5.830863833,2.143748033,3.699025833,0.004885546,0.412612796,9,701,116.6147175,1.37917975,4.439825175,0
1010,26.53439111,31.57637067,91.801496,11.93640744,12.783894,8.287489789,19.89000122,334.2038622,2.160936422,1.928757778,304.2120411,67.09541511,12.24356356,4.202499611,7.945727989,31.69651111,0.496616879,23.18759922,57.75138356,18.56426022,5.608036467,2.077428011,3.555839611,0.004181339,0.413924656,8,648,110.5014434,1.386122322,4.2377823,0
1029,26.44089283,31.66337842,71.42740033,9.805952933,7.350199117,8.655217408,10.99601142,289.1813267,1.785237767,2.204283333,274.005165,54.25470733,9.927093983,3.473752283,8.305736933,26.48289817,0.366105504,4.316401367,63.29426992,32.02318833,7.158351175,2.606105642,4.65024015,0.029115103,0.783574783,18,882,268.5146708,2.248716733,3.835309192,0
1030,26.46561233,31.74249889,67.27978867,10.88757256,7.097421589,8.786568667,11.15944944,286.1484222,1.836821744,2.355598511,271.9193978,49.286911,9.3704984,3.689130689,8.394149844,26.47710311,0.303327932,3.300865946,64.38223144,32.01355489,7.220826556,2.602083111,4.6020251,0.019887517,0.779656202,17,778,271.3662456,2.266043333,3.705289111,0
1035,26.54756767,31.8072285,50.28145258,12.10741225,5.159681458,9.069219408,10.96340533,261.4870217,1.7121195,2.8010703,250.1440025,33.0224235,8.00846375,3.441380475,8.503285833,24.3815875,5.708671633,37.5101415,38.47635475,18.3046885,4.840909225,1.986188383,3.293087467,0.011429627,0.503214519,13,1245,111.6695625,1.778771475,4.616524167,0
1112,24.04512912,30.91459869,64.29205662,28.12384544,5.395320719,8.080756775,8.328708081,214.2325044,1.8950587,3.0874439,235.5432669,30.79004488,11.1614747,4.265871694,7.984964119,27.14107894,0.829600032,63.40556338,29.81345725,5.95137195,3.812781506,1.20018135,2.2814351,0.004038965,0.291372708,12,995,206.45768,1.647287956,4.358759056,0
1113,24.14129433,31.00308725,74.90724192,32.90031733,5.906892925,8.085340025,10.12765857,262.1535358,1.915220933,2.753237358,249.42867,36.12552533,13.42210742,4.3707889,7.855997633,30.7949375,0.632191868,69.86313625,24.55456475,4.95010105,3.556839267,1.056555201,2.1272305,0.003297896,0.262263034,12,1062,247.87615,1.63460595,4.347846142,0
1119,25.36193692,31.29472417,71.35652758,33.98204758,4.966257408,8.122990942,10.27550659,311.6415208,2.050925017,2.426677675,257.4365142,32.43923,14.62126392,5.203595375,7.856359567,35.260607,0.214248494,58.1513525,33.39768075,8.236715308,4.133769217,1.6127376,3.012170792,0.003817535,0.397435233,14,1020,280.9028408,1.865052533,3.84212295,0
1120,25.46032294,31.32938719,67.06075981,32.66470444,4.564165963,8.127333081,10.01911157,319.0699138,2.107917981,2.410878725,256.8057275,29.8557675,14.40915594,5.456801631,7.837657344,36.12582706,0.146462182,65.13209881,28.37926956,6.342167594,3.841451375,1.342900263,2.699874306,0.003056411,0.340755013,15,1043,331.9998119,1.945220356,4.042991138,0
1121,25.594393,31.374582,56.70718533,28.53193558,3.754573117,8.133524217,9.3937817,315.9038883,2.172829875,2.379437742,250.3615,24.43701142,13.33424783,5.853325058,7.859373983,36.01014017,0.234067684,66.65188333,26.91255208,6.201492675,3.78527215,1.292920433,2.624717408,0.003468121,0.331493906,15,992,348.7301158,1.9287506,3.83469105,0
1184,26.87635694,31.89237556,72.40388881,12.13240406,9.089770106,8.206425888,19.13003688,296.7887244,1.9023509,2.392912719,273.9987838,51.1872465,12.20030469,4.549454956,7.69529965,32.6139595,2.134807294,31.75201525,47.64577356,18.46663331,5.1454993,2.2159215,3.588688125,0.019925212,0.453181751,11,812,164.0059944,1.615710162,4.137069219,0
1186,26.79121894,31.79573231,84.32216869,11.86672656,11.63633737,8.235323225,21.82014375,331.1330606,2.027588488,2.151117138,289.3600319,60.82675838,12.62649181,4.254585581,7.722582081,32.30930331,1.670166081,29.57343919,50.00579675,18.74996144,5.289230713,2.1641281,3.589624812,0.01461757,0.447628873,10,802,141.9187006,1.523054706,4.17065985,0
1187,26.75323633,31.74998558,90.85854708,11.40087558,13.03273083,8.237356958,22.89764458,347.3505092,2.078676283,2.014817783,296.7655133,66.43379592,12.8773635,4.091122808,7.7148866,32.11336383,1.402446941,28.15484775,51.62685975,18.81532867,5.369262783,2.142880792,3.581522433,0.011358878,0.439775603,10,785,131.75758,1.481115783,4.204836108,0
1188,26.72991587,31.7191295,95.12105794,11.02642795,13.88926156,8.239301637,23.05687694,354.3040756,2.120179138,1.908571725,302.4759787,70.216092,12.92984344,4.0052001,7.742709669,31.89782738,1.178070322,26.4872485,53.39802506,18.93624562,5.453665925,2.14042565,3.577286837,0.00889906,0.434746064,9,769,124.712805,1.449724181,4.238462069,0
1189,26.70418367,31.68031067,96.66075233,10.84560533,14.07730625,8.245707008,22.09212483,350.2517783,2.158226267,1.833015825,306.6784083,71.7517105,12.7248175,4.01456425,7.826892733,31.65934667,1.074044776,26.31908233,53.88439925,18.72212217,5.447495858,2.139350442,3.541432792,0.007448398,0.436679841,9,760,119.6397925,1.4385331,4.229329792,0
1207,26.39168642,31.444383,76.42026208,7.363532475,7.292091525,8.437442917,10.5485055,291.8323158,1.616162883,1.94201405,271.9933608,61.73042583,10.91906475,2.899773667,8.115910992,25.96968958,1.012855735,9.691047008,60.83996808,28.45602225,6.691368733,2.481195608,4.3057369,0.020917107,0.700060495,15,1005,198.4883842,2.002835017,4.053955242,0
1208,26.42433631,31.49651262,70.78970525,9.257512088,7.232611969,8.640562525,10.88738469,285.83183,1.761904231,2.1539125,272.6490019,54.28142581,9.884100663,3.41424955,8.309415875,26.23798631,0.662623206,6.502728,61.68212169,31.15247231,6.99573685,2.573175825,4.594289281,0.033005306,0.761355916,17,949,236.5254881,2.1855349,4.006322938,0
1209,26.45257758,31.584552,65.9042695,10.44324512,6.958438333,8.788325617,11.07079667,281.1828775,1.822028583,2.317054317,270.2908942,48.49471208,9.213060192,3.665664017,8.417925208,26.19864442,0.791413067,6.842732108,61.36852808,30.99728283,6.977413125,2.5576838,4.535938667,0.028651095,0.763734795,17,931,259.4457808,2.21619895,3.901413667,0
1214,26.54328794,31.721104,44.37400856,10.89593518,4.515201638,9.004231231,10.62345987,236.0772238,1.6078389,2.711703588,241.7145744,28.97155506,7.511666831,3.119864944,8.559443969,22.94293288,7.763123238,47.91979612,29.73496037,14.58201192,4.140567906,1.792598012,2.849706613,0.009062456,0.440369639,13,1292,86.832614,1.790320963,4.859845406,0
1291,24.16865675,30.83251142,72.80885367,31.25612408,5.8806001,8.079399783,10.72307953,256.7258425,1.90485025,2.595288708,246.145205,35.70020125,13.13957117,4.2544625,7.845580658,30.40132975,0.821656318,66.56751958,27.21646625,5.394353,3.824753217,1.117771012,2.260008917,0.004452099,0.292627305,11,844,145.88395,1.654733858,4.421283392,0
1299,25.63888108,31.26389967,69.01353067,33.87383858,4.648661392,8.125020258,10.21065177,328.9147475,2.132149858,2.385079225,260.307065,30.51169667,14.87435275,5.480418433,7.800529542,37.24863142,0.09146797,76.79908658,19.67717803,3.432265825,3.223658133,0.969189254,2.139811017,0.001114048,0.340473013,13,652,400.7145733,1.87492045,3.344521942,0
1300,25.80955856,31.30672789,55.63239867,28.33511833,3.637683178,8.133013667,9.364801911,318.3402889,2.193853611,2.3591296,250.6127878,23.67367478,13.34432167,5.922024944,7.852707278,36.49926156,0.197362699,78.20269711,17.54592813,4.054008311,3.321431067,0.957656727,2.209166633,0.001873148,0.297609852,13,850,369.9704711,1.881474022,3.196384056,0
