실트,자갈,분급,염분,오염_주성분1,KMeans_cluster,id,target,rank
17.6664,0.365520505,0.93158584,31.2352875,-1.1928084887251675,1,757,0,4
28.106231,0.41586054,1.3084848,31.242127,-1.3814350807964986,1,758,0,4
42.638852,0.29605114,1.7748574,31.295126,-1.2108015259110636,1,760,0,4
34.7950065,0.459913965,2.2547522,31.4202625,-0.8534986200589769,2,761,0,3
34.0566055,0.42090329,1.90638975,31.439213,-0.6042981472324721,2,762,0,3
32.9410735,0.418088415,1.65591695,31.4801395,-0.478541701742565,2,763,0,3
32.0567575,0.518128785,1.5542409,31.4598385,-0.41942384524345466,2,764,0,3
48.2926395,1.553802,2.08283585,31.8460805,-0.2655504996532468,2,826,0,3
48.930768,1.2824144,2.0321005,31.7158675,-0.20260791971563616,2,827,0,3
49.88255,0.94075877,1.9779287,31.6503615,-0.13802451967201632,2,828,0,3
51.28346,0.60275455,1.9463848,31.580079,-0.0794253923188355,2,829,0,3
56.5258015,0.31697736,2.0033803,31.5513165,-0.03709754789808049,2,830,0,3
53.2538535,0.38776954,1.9016382,31.5516215,-0.010778975769921997,2,831,0,3
61.3138075,0.8900408,2.50116415,31.8456375,-0.7947551851261245,2,851,0,3
44.0505725,4.40306045,2.10322275,31.9821375,-1.0744932403743492,2,856,1,3
29.6668195,0.78675328,1.2069828,31.0569885,-1.3747752784968228,1,933,0,4
21.411108,0.54182402,0.99135873,31.093246,-1.0493801941135026,2,934,0,3
7.2003943,0.22104587,0.582374535,31.1302225,-0.9282243048462381,2,935,0,3
5.5697031,0.161591,0.53875455,31.17437,-0.9207698755126243,2,936,0,3
24.0597055,0.38028543,1.16046015,31.172338,-0.9997361441142653,2,937,0,3
42.451786,0.23033092,1.91838665,31.212047,-0.8588977726185115,2,939,0,3
42.801928,0.1718536,2.1202434,31.348829,-0.6709578513885753,2,940,0,3
32.20345,0.175532155,1.58414825,31.404771,-0.520228940768796,2,941,0,3
31.57682,0.26519755,1.4977742,31.439721,-0.4496020156912467,2,942,0,3
30.1688115,0.44905049,1.45704835,31.393061,-0.44275453784128765,2,943,0,3
48.0863725,1.8148376,2.14420675,31.8790605,-0.3056085761125046,2,1005,0,3
50.14337,1.24202265,2.0581806,31.6921235,-0.10697699610942475,2,1007,0,3
53.278412,0.88053659,2.055928,31.654011,-0.017400794567587363,2,1008,0,3
58.312412,0.51642656,2.11316355,31.615202,0.04101177877276808,2,1009,0,3
56.482446,0.50332647,2.0762216,31.583083,0.06827788108261303,2,1010,0,3
62.895628,0.370277865,2.6003552,31.6674115,-0.8066454961094893,2,1029,0,3
64.581931,0.24306114,2.5987965,31.747012,-0.8209047585269789,2,1030,0,3
38.5742845,5.7081087,1.9875056,31.8018915,-1.1839314117160895,1,1035,0,4
29.725714,0.827736165,1.19334615,30.9027505,-1.2252094621682006,1,1112,0,4
25.967699,0.65886876,1.09757685,31.0064385,-0.9003958191591226,2,1113,0,3
31.815979,0.207111595,1.5849657,31.305159,-0.4988649236461155,2,1119,0,3
28.91719,0.16119696,1.36910375,31.3309415,-0.4385613800380349,2,1120,0,3
27.240205,0.23549307,1.3134398,31.378133,-0.4328402959676229,2,1121,0,3
47.7645725,2.1352009,2.2166018,31.8933485,-0.3781108876949115,2,1184,0,3
49.8802715,1.66966425,2.1642365,31.8015065,-0.060093817582101354,2,1186,0,3
51.281744,1.40371435,2.1382645,31.7464045,0.0773054753327937,2,1187,0,3
52.8808775,1.18590235,2.1310233,31.7209335,0.16106290403915777,2,1188,0,3
53.7990665,1.05190639,2.1331287,31.681088,0.1806203735884593,2,1189,0,3
60.6743255,1.065479,2.46934515,31.431616,-0.8823772770134669,2,1207,0,3
61.6498975,0.68468805,2.56150045,31.5013085,-0.828397985440781,2,1208,0,3
61.488299,0.77534214,2.5544439,31.5699145,-0.8438920478723815,2,1209,0,3
30.7953135,7.57196665,1.816753,31.7245875,-1.3331474259080038,1,1214,0,4
27.964006,0.80327497,1.1397268,30.825125,-0.8604769378088963,2,1291,0,3
22.3069005,0.101118615,1.05965215,31.267056,-0.35278943064282914,2,1299,0,3
18.128074,0.19282065,0.9717253,31.304617,-0.396321234152414,2,1300,0,3
45.552233,2.2111616,2.1683622,32.076516,-0.4022248556013827,2,1358,0,3
40.93994,2.75329485,2.15294335,32.067434,-0.5965966223845743,2,1359,0,3
38.334708,3.1272635,2.201847,32.060778,-0.7787624302343521,2,1360,0,3
44.387859,2.7024491,2.2853943,31.995929,-0.7117241824357994,2,1362,0,3
47.431491,2.47884285,2.29682265,31.96272,-0.4865669376271591,2,1363,0,3
48.892401,2.3120929,2.2956103,31.916106,-0.24226576420762924,2,1364,0,3
49.62248,2.1906198,2.2834543,31.880125,0.007951135394765323,2,1365,0,3
50.25699,2.0646357,2.2694389,31.837185,0.26212557977610756,2,1366,0,3
50.924706,1.94210055,2.2636728,31.802929,0.39577391421719016,2,1367,0,3
51.705748,1.8337962,2.2687298,31.769377,0.37615635659288077,2,1368,0,3
61.111746,1.1087111,2.4828834,31.297655,-1.2338440274049816,1,1384,0,4
61.1602855,1.18182365,2.4407193,31.302255,-1.012505141962085,2,1385,0,3
60.868956,1.2107153,2.428835,31.398893,-0.8722913156198098,2,1386,0,3
12.688017,13.51346,1.4370345,31.618844,-1.4056044513516346,1,1392,0,4
20.0755285,9.79661765,1.57258845,31.627506,-1.5729822746223796,1,1393,0,4
19.725227,0.628458615,0.908644725,30.7563895,-0.628979215126629,2,1470,0,3
24.498663,0.642372825,0.995229635,30.821997,-0.5343839300555646,2,1471,0,3
26.68927,0.328075345,1.20193885,31.0632865,-0.2601492137534914,2,1477,0,3
20.105971,0.19913936,0.98805051,31.146074,-0.2681326647412143,2,1478,0,3
15.7867045,0.248822115,0.88525352,31.216517,-0.31245444773307995,2,1479,0,3
13.843061,0.26961479,0.8211367,31.2220115,-0.4058576984230442,2,1480,0,3
56.199944,1.1924567,2.2499852,32.2639975,-0.18175393159883416,2,1536,0,3
46.217993,1.93671525,2.12808815,32.264173,-0.4617604144607716,2,1537,0,3
33.7300705,3.06100625,2.04389425,32.257414,-0.7526057597790349,2,1538,0,3
27.7803555,3.9249982,2.20359465,32.2250695,-1.080731518443374,2,1539,0,3
34.238127,3.544266,2.33768925,32.2006965,-1.214762743818779,1,1540,0,4
42.972229,2.98048045,2.34765835,32.149174,-0.9765435745566039,2,1541,0,3
48.060698,2.67217055,2.37410925,32.1156265,-0.6191023553603678,2,1542,0,3
49.642052,2.62797855,2.40124275,32.0606925,-0.27715939619625724,2,1543,0,3
49.6749035,2.67969195,2.4123742,32.0239405,0.08572569595732644,2,1544,0,3
49.54701,2.7852926,2.42288125,31.95958,0.4990213105761994,2,1545,0,3
49.348105,2.8462485,2.4352823,31.9352245,0.7934304725862505,2,1546,0,3
59.604073,1.23291415,2.4421294,31.5395635,-0.47136482730426127,2,1557,0,3
59.7705055,1.22105525,2.4575713,31.4889555,-0.5458018964377038,2,1558,0,3
60.1211985,1.15483305,2.5063066,31.458573,-0.5302628549760537,2,1559,0,3
60.8077335,0.99670183,2.61514525,31.3907545,-0.5500821303589452,2,1560,0,3
61.751667,0.80158242,2.7498078,31.339107,-0.6361614218557188,2,1561,0,3
62.036681,0.80384337,2.68032315,31.262305,-0.8106006126422312,2,1562,0,3
62.37732,0.94262272,2.54132025,31.2523005,-0.9041728131337685,2,1563,0,3
63.131181,1.0281381,2.424899,31.2455075,-0.8497562590302338,2,1564,0,3
4.79814515,11.339213,1.12975275,31.3397585,-1.5847922911068584,1,1571,0,4
45.743213,1.2871794,1.5692225,30.399029,-1.0582393155444874,2,1646,0,3
45.485794,1.65631555,1.6279427,30.463575,-0.8318842367996843,2,1647,0,3
43.654389,2.4395366,1.8474321,30.606954,-0.6448882616942034,2,1648,0,3
34.6405455,2.1675892,1.51819845,30.684524,-0.5235759901535488,2,1649,0,3
38.257096,0.75923301,1.2962686,30.746503,-0.4308708669270684,2,1650,0,3
44.9528545,0.67101585,1.43035525,30.7627875,-0.3576219336205866,2,1651,0,3
43.711189,0.64510916,1.4554819,30.74329,-0.27970746722177353,2,1652,0,3
40.3327475,0.639782185,1.45652395,30.7696345,-0.23469276390788324,2,1653,0,3
37.49819,0.62106743,1.4322285,30.812405,-0.19188025782985713,2,1654,0,3
28.513487,0.4723627,1.2511015,30.963851,-0.1631460484903924,2,1656,0,3
4.2512185,0.155516905,0.51460853,31.1776925,-0.2650588794621335,2,1659,0,3
9.8008672,0.29307733,0.68711039,31.207528,-0.31408471136064425,2,1660,0,3
20.0917755,0.626863615,1.021982165,31.224063,-0.33839141864653133,2,1661,0,3
23.606768,0.83130692,1.1209109,31.252525,-0.3925441373771623,2,1662,0,3
55.7778,1.3170813,2.24102615,32.1420635,0.6312179865163151,2,1713,0,3
62.581911,0.65983464,2.2617236,32.287752,0.24740112417026675,2,1714,0,3
65.22733,0.3287123,2.2786656,32.3336965,-0.1523961299392892,2,1715,0,3
48.323914,1.4186233,2.0548484,32.345878,-0.49847836358021425,2,1716,0,3
17.742245,2.22251185,1.734031,32.3440975,-0.8660097232047347,2,1717,0,3
16.882566,5.9686323,1.9345343,32.298121,-1.3516270985000907,1,1718,0,4
30.615026,3.8270565,2.37138115,32.2894925,-1.5851707083660687,1,1719,0,4
44.388316,3.0002926,2.3929111,32.221446,-1.2183533596878688,1,1720,0,4
50.571103,3.0370252,2.54529805,32.104216,0.108262672918908,2,1723,0,3
48.729121,3.5573467,2.5824285,32.050258,0.7134539101979096,2,1724,0,3
47.5044915,3.93858135,2.63186245,32.019101,1.1241659670095108,2,1725,0,3
46.776385,4.1761754,2.6737965,31.974618,0.8698210266243307,2,1726,0,3
48.1070405,4.0202836,2.65941265,31.9585445,0.4716730717170866,2,1727,0,3
58.7770545,1.2739185,2.50153625,31.6011225,-0.2802627663200364,2,1735,0,3
58.843487,1.3362809,2.4792874,31.570134,-0.3235718035428054,2,1736,0,3
59.2061185,1.2976573,2.4923149,31.518317,-0.3725597247248406,2,1737,0,3
62.18442,0.69650433,2.8110839,31.3732,-0.4894212167524976,2,1740,0,3
62.429496,0.62646714,2.743116,31.2923015,-0.5859595793320657,2,1741,0,3
64.059705,0.77647304,2.5400927,31.26892,-0.6705160840110743,2,1742,0,3
67.2327195,0.72599497,2.3708251,31.30156,-0.7105829906267549,2,1743,0,3
24.4088525,7.70604455,1.6114715,31.426288,-1.4305599209021036,1,1749,0,4
14.829803,8.5326703,1.3312938,31.249447,-1.7919484940420538,1,1750,0,4
22.1414935,7.8903699,1.55781055,31.221288,-2.1879139885574936,1,1751,0,4
49.067656,1.09762205,1.58490295,30.354819,-1.3402182968897312,1,1825,0,4
50.8759715,1.3501671,1.68993535,30.4252415,-0.8559348619452376,2,1826,0,3
54.287307,1.86315215,1.9274186,30.543839,-0.6091568002590779,2,1827,0,3
55.230948,1.2229252,1.9108117,30.589708,-0.4726165763635974,2,1828,0,3
56.1203225,0.489799165,1.5863823,30.6590105,-0.39038609418987547,2,1829,0,3
52.483798,0.37626823,1.497809,30.6761585,-0.27767784548910174,2,1830,0,3
48.857594,0.537240715,1.50839525,30.723415,-0.20311690435885005,2,1831,0,3
44.5859235,0.62245683,1.50407375,30.7405495,-0.14018792217133533,2,1832,0,3
16.0531975,0.48178557,0.894498295,31.125171,-0.19222826372694068,2,1839,0,3
23.095966,0.700178545,1.11643405,31.131751,-0.24631450082994666,2,1840,0,3
24.383443,0.80658742,1.14377105,31.180961,-0.35200780340186566,2,1841,0,3
20.162062,0.80964101,0.96887504,31.1911195,-0.5062193966286715,2,1842,0,3
9.2228481,0.668808165,0.574479265,31.2016835,-0.5320821575151298,2,1843,0,3
13.7981965,0.949774865,0.737752485,31.2294345,-0.6876472647084874,2,1844,0,3
25.66012,2.50711375,1.2599086,31.2895135,-0.7614394199919827,2,1846,0,3
55.3318855,1.37929715,2.2477803,32.279134,0.5887474006115814,2,1892,0,3
60.7192575,0.78057185,2.28628655,32.3835065,0.2311229801511832,2,1893,0,3
63.467869,0.42312337,2.3701163,32.48576,-0.17028071032133307,2,1894,0,3
50.2067,1.32489345,2.1344049,32.467045,-0.4998900593293762,2,1895,0,3
29.476381,2.0451905,1.7773521,32.486573,-0.8247787328346522,2,1896,0,3
27.6165405,3.51712635,1.999381,32.4574705,-1.158411453732686,1,1897,0,4
39.3275445,3.28060675,2.3110447,32.4319625,-1.2805617482783638,1,1898,0,4
50.948705,2.567274,2.4472772,32.3884565,-1.0407156612749797,2,1899,0,3
57.7246045,2.2521365,2.57628455,32.305283,-0.3929472964403098,2,1901,0,3
52.142121,3.18204915,2.657107,32.2697125,-0.015061956077125026,2,1902,0,3
47.96365,4.114621,2.72501075,32.218708,0.4085153997606066,2,1903,0,3
45.1582645,4.82000175,2.82197405,32.1855065,0.7319304591070287,2,1904,0,3
44.038482,4.8285693,2.9056926,32.1361245,0.6233554454619115,2,1905,0,3
42.4191335,5.59391835,2.8884616,32.111067,0.42712827312930496,2,1906,0,3
47.219623,4.7699938,2.7783497,32.068405,0.3751051113416954,2,1907,0,3
53.1061415,3.07997595,2.670508,32.056096,0.35265144902304524,2,1908,0,3
58.330307,1.3829731,2.53035085,31.723988,-0.2674781576634972,2,1914,0,3
58.316982,1.43203525,2.50729585,31.653024,-0.41058086079424994,2,1915,0,3
65.67234,0.7473582,2.47034345,31.3791385,-0.5446469001917643,2,1921,0,3
72.0788925,0.431953145,2.3376248,31.361617,-0.6327943458728957,2,1922,0,3
75.1240765,0.22694925,2.23569875,31.3366075,-0.7175098313713654,2,1923,0,3
37.8118425,5.26281785,1.9653375,31.3904655,-1.4781183745544402,1,1928,0,4
32.11191,6.17708925,1.83152825,31.201039,-1.817190349403962,1,1929,0,4
33.6483315,5.94515905,1.8916784,31.1619485,-2.1884352582139597,1,1930,0,4
55.06488,0.67950557,1.4864593,22.260294,2.5179341528310903,0,1972,0,2
49.561491,0.93091854,1.51354145,30.1274155,-0.7354147175335044,2,2003,0,3
50.795389,0.72603954,1.5073105,30.31651,-0.9621306554111345,2,2004,0,3
53.674439,0.734095945,1.62931245,30.3865735,-0.7304470104478485,2,2005,0,3
56.993621,0.84429406,1.7954616,30.481527,-0.5496641281592506,2,2006,0,3
54.819638,0.58212239,1.84195,30.542159,-0.39930089119001433,2,2007,0,3
49.293749,0.18187114,1.5292475,30.593703,-0.32672383684701456,2,2008,0,3
55.26051,0.150506995,1.46383685,30.6295925,-0.2051088818232511,2,2009,0,3
52.910638,0.41652739,1.5480378,30.676866,-0.11571488914563377,2,2010,0,3
47.343001,0.59469824,1.55528735,30.703046,-0.056222273018277466,2,2011,0,3
27.7448625,0.74262358,1.27928145,31.0898185,-0.12138239873768124,2,2019,0,3
29.090874,0.75955483,1.2848745,31.129456,-0.22149245568882528,2,2020,0,3
26.153461,0.722984095,1.10496555,31.1554415,-0.3642840444214515,2,2021,0,3
9.3807329,0.70729156,0.57214605,31.184415,-0.4395830767388828,2,2022,0,3
18.7958545,0.91256922,0.87105663,31.2175835,-0.440048970288714,2,2023,0,3
25.344261,1.7663965,1.1650882,31.241623,-0.5039593775143286,2,2024,0,3
25.980595,2.96191525,1.2899909,31.272115,-0.4675468082306229,2,2025,0,3
23.586709,4.081614,1.2822149,31.296735,-0.39863953820056763,2,2026,0,3
20.703962,4.68721745,1.2231105,31.249093,-0.34920602263718054,2,2027,0,3
51.21218,1.7781425,2.2077679,32.011843,0.5227031736325485,2,2070,0,3
53.413127,1.60805005,2.2508555,32.1924235,0.36440232328650013,2,2071,0,3
56.52334,1.2562344,2.308195,32.32894,0.10769039474827825,2,2072,0,3
56.213055,1.15415105,2.3333558,32.4495165,-0.20321369077932233,2,2073,0,3
49.571354,1.7581245,2.226485,32.468484,-0.4866626728994076,2,2074,0,3
42.6971385,2.52304855,2.1400698,32.4736265,-0.7622418300858282,2,2075,0,3
40.845738,2.9033603,2.2120574,32.487412,-1.0242620996187788,2,2076,0,3
47.5052565,2.8357452,2.3944057,32.485764,-1.1812373488097736,1,2077,0,4
58.025836,2.0173424,2.5100784,32.452374,-0.9877886688936167,2,2078,0,3
68.6252095,0.8272739,2.5185373,32.430064,-0.65750365569211,2,2079,0,3
63.726643,1.2910849,2.6295614,32.370378,-0.4490952211550923,2,2080,0,3
53.9221725,3.1693396,2.77484955,32.353798,-0.18468840633838424,2,2081,0,3
46.764948,4.9849063,2.8409233,32.294061,0.12021702997318122,2,2082,0,3
42.883215,5.7788395,2.961272,32.2730225,0.3346273075748966,2,2083,0,3
40.056946,4.7775525,3.0929177,32.200409,0.38487477985795965,2,2084,0,3
32.0825735,8.79948915,3.07382585,32.1842335,0.3984934597723314,2,2085,0,3
41.753626,6.807639,2.9583406,32.12599,0.4662739549291309,2,2086,0,3
50.231934,3.82100375,2.7760193,32.107256,0.5342572489013805,2,2087,0,3
57.829073,1.5413557,2.5247775,31.734314,-0.6770262967203424,2,2094,0,3
58.1592725,1.513706,2.51814815,31.694617,-0.6059780033737486,2,2095,0,3
58.796845,1.4218975,2.5252914,31.643992,-0.4044677565116261,2,2096,0,3
68.472341,0.45113704,2.3697295,31.4305065,-0.595669838211638,2,2101,0,3
71.961756,0.37428509,2.3133072,31.374694,-0.7190746676784611,2,2102,0,3
47.3680715,3.35409685,2.2335399,31.345228,-1.4971197846063942,1,2107,0,4
42.762733,4.2314554,2.1385071,31.248281,-1.7745061702914333,1,2108,0,4
55.7551095,0.729508245,1.5162566,22.296956,2.537845023758114,0,2150,0,2
56.106057,0.686280105,1.5107822,22.0614195,2.614728630947641,0,2151,0,2
56.480262,0.64058866,1.5061134,22.422427,2.691061144447996,0,2152,0,2
56.893945,0.591239245,1.50129425,23.732392,2.761947949534434,0,2153,0,2
57.3046205,0.5383104,1.49598725,24.151964,2.8263789786535725,0,2154,0,2
57.735419,0.477602,1.48765815,23.6403085,2.8842921646551622,0,2155,0,2
59.3320175,0.29340827,1.43778555,24.1413635,2.9554075676325517,0,2157,0,2
57.9412835,0.11720046,1.3698057,24.6348285,2.9615513057989817,0,2158,0,2
54.4001695,0.443623155,1.46922225,26.469825,2.621199508244939,0,2163,0,2
49.9579345,0.56308576,1.43164065,26.7401815,2.4807241038754966,0,2164,0,2
41.3088825,0.612688945,1.30352525,27.0561775,2.317722417430676,0,2165,0,2
34.1306595,0.67691025,1.1940786,27.399925,2.127663915233548,0,2166,0,2
51.203956,0.81800378,1.4968667,30.076141,-0.47511814114457424,2,2182,0,3
51.3931625,0.488141485,1.372015,30.29465,-0.5219154332785321,2,2183,0,3
60.7966485,0.3491658,1.55251075,30.3544685,-0.5083412364200437,2,2184,0,3
63.847008,0.280802355,1.8113343,30.434496,-0.42936457611935,2,2185,0,3
57.4716185,0.255780795,1.98843475,30.478016,-0.33220925390904005,2,2186,0,3
55.4069165,0.119615395,2.116727,30.5391995,-0.21668691324782818,2,2187,0,3
57.3674425,0.24027848,1.71086715,30.570013,-0.10800212301565619,2,2188,0,3
53.466684,0.439533495,1.63384885,30.6236435,-0.01962674726049125,2,2189,0,3
30.1022905,0.802479275,1.39586715,31.0059615,0.02997663990840137,2,2197,0,3
31.7795825,0.701614045,1.4087536,31.031046,0.026591393208181213,2,2198,0,3
33.1021495,0.511456765,1.4132037,31.0780625,-0.0033466613246949358,2,2199,0,3
37.2183135,0.546788335,1.4511156,31.0999675,-0.10236788128827595,2,2200,0,3
48.589767,0.504365935,1.580375,31.151349,-0.1846449200807475,2,2201,0,3
23.499706,4.7055235,1.262281,31.1751165,-0.29418807134494634,2,2205,0,3
15.428547,4.9061347,1.04658745,31.1350565,-0.32029517200914753,2,2206,0,3
49.8957225,1.91893595,2.1990759,31.655944,0.3981309713365179,2,2249,0,3
51.1357715,1.89242535,2.24276455,31.894759,0.21629452421487294,2,2250,0,3
51.9265185,1.8400819,2.2783903,32.164208,0.002507961357100556,2,2251,0,3
48.6860275,2.2771636,2.28931435,32.2846835,-0.4683762331488088,2,2253,0,3
46.776015,2.66384365,2.30728725,32.3934375,-0.7048557521682688,2,2254,0,3
47.1860935,2.8902942,2.38182025,32.51662,-0.9907654634873291,2,2255,0,3
50.7496525,2.83853255,2.49219415,32.5606435,-1.284002772659362,1,2256,0,4
57.032646,2.39069015,2.56681055,32.5353515,-0.8632467896282333,2,2257,0,3
63.38031,1.39642705,2.6288155,32.514028,-0.5033888867225647,2,2258,0,3
60.9850675,0.886362315,2.88719905,32.481355,-0.4552330475378515,2,2259,0,3
52.534702,3.4982072,2.92166435,32.447811,-0.2698324928775575,2,2260,0,3
42.794719,6.32655515,2.9459663,32.411664,-0.046667590035336895,2,2261,0,3
38.314962,7.6764419,3.0540971,32.3737105,0.14114561449406118,2,2262,0,3
36.4384175,8.3745328,3.2416447,32.3379175,0.2706613231421375,2,2263,0,3
36.4824315,8.32795835,3.4345256,32.299728,0.39651525642957675,2,2264,0,3
41.1332905,6.8472147,3.10663735,32.268779,0.5964605069003557,2,2265,0,3
49.5473905,3.8682029,2.83292595,32.237701,0.8395067288935694,2,2266,0,3
60.898483,1.00284707,2.6683983,32.0563775,0.5730294359508997,2,2270,0,3
58.6961185,1.36812135,2.61505985,31.997731,0.9164870807702035,2,2271,0,3
57.692502,1.56815075,2.568221,31.934888,0.4978660906590091,2,2272,0,3
57.3877235,1.6449943,2.5382314,31.879995,-0.4774774386618857,2,2273,0,3
57.572888,1.63211775,2.52161995,31.8243965,-0.7422905021365825,2,2274,0,3
58.156605,1.563439,2.5176091,31.7752265,-0.4054921730303411,2,2275,0,3
65.9137955,0.3710128,2.42342875,31.564664,-0.5938595513494447,2,2280,0,3
64.4816765,0.459663325,2.41967405,31.515688,-0.7694287996864438,2,2281,0,3
62.093583,0.600031185,2.4458574,31.4939655,-0.9652248636982482,2,2282,0,3
59.6421185,0.3336189,2.5059004,31.4449175,-1.1202332814553375,1,2283,0,4
58.813039,0.50083858,2.513945,31.396342,-1.2227852846091822,1,2284,0,4
55.741362,1.48707225,2.44252695,31.331495,-1.3323746117164077,1,2285,0,4
51.312217,2.4856495,2.36383545,31.2840195,-1.5190178146664406,1,2286,0,4
56.150067,0.77675895,1.5375358,22.505515,2.5373996313746834,0,2328,0,2
56.5659125,0.737056935,1.5344676,22.3745485,2.6242816066747596,0,2329,0,2
58.9964905,0.548317395,1.5306833,24.2965275,2.9730302507850896,0,2333,0,2
59.854047,0.49206507,1.5294882,23.748389,3.0492794064770696,0,2334,0,2
63.025082,0.36726968,1.5041685,24.304969,3.153785561812018,0,2336,0,2
67.3089115,0.2759493,1.4589441,24.86056,3.1703768308741624,0,2337,0,2
64.931543,0.27777443,1.4728765,25.049395,3.1630162539567306,0,2338,0,2
54.860538,0.52105558,1.5150127,26.568786,2.815685731283356,0,2342,0,2
48.3467585,0.53992115,1.397443,26.9997035,2.6615154508313394,0,2343,0,2
29.270143,0.34493365,1.0989762,27.219695,2.4940671023310865,0,2344,0,2
19.8078965,0.35338275,0.938362235,27.6125825,2.32758286470931,0,2345,0,2
52.653853,0.84255105,1.53602335,30.0422225,-0.29478454396891873,2,2361,0,3
56.915843,0.54138338,1.4421732,30.253364,-0.22368724978225132,2,2362,0,3
61.487082,0.400017105,1.6322177,30.3377875,-0.22810413961160098,2,2363,0,3
64.719868,0.26839802,1.8724155,30.397526,-0.19861018940786385,2,2364,0,3
64.7701975,0.17365557,2.1677286,30.4487265,-0.14186597656551925,2,2365,0,3
62.749943,0.17463871,2.1241967,30.490846,-0.059857599469068684,2,2366,0,3
32.938197,0.662212795,1.50837515,30.9993885,0.18270708275370962,2,2377,0,3
33.036894,0.20604128,1.48112,31.036094,0.25380207763327894,2,2378,0,3
42.3347045,0.330055515,1.69361465,31.06556,0.0891718023346745,2,2379,0,3
66.414798,0.21162883,1.9001169,31.104067,0.0004360166695827641,2,2380,0,3
53.722421,0.85698585,1.75401235,31.1359755,-0.041067325822029606,2,2381,0,3
38.020319,2.1683532,1.5436438,31.168319,-0.08219223554122912,2,2382,0,3
19.7918275,5.97338465,1.48512835,31.126776,-0.31969666026205174,2,2385,0,3
47.174145,1.8509537,2.0711555,31.037755,0.7538350888625055,2,2426,0,3
48.055593,1.949038,2.13311595,31.152775,0.5708078660070511,2,2427,0,3
48.881007,2.0338873,2.1878951,31.562725,0.33972048180731707,2,2428,0,3
49.5300215,2.10208765,2.23572365,31.7380735,0.1341165285489902,2,2429,0,3
49.766382,2.1889001,2.2742036,32.049481,-0.049977625670659276,2,2430,0,3
48.0954655,2.85620205,2.3880877,32.2958945,-0.6176588014567893,2,2433,0,3
50.645945,3.11884615,2.5637553,32.541404,-0.9079269113202368,2,2435,0,3
53.547098,3.0176314,2.6648425,32.555011,-0.6550967012661874,2,2436,0,3
55.8156805,2.7553537,2.7734509,32.5506155,-0.4413867134714419,2,2437,0,3
54.95881,2.8249127,2.902588,32.506546,-0.4132030498001135,2,2438,0,3
45.3002695,5.8748496,2.96120165,32.487999,-0.2940887129538807,2,2439,0,3
33.12567,9.9150208,3.0596394,32.440092,-0.11782632251147983,2,2440,0,3
34.243025,9.55429315,3.1279058,32.414975,0.05517856921350101,2,2441,0,3
36.601855,8.0151118,3.2352855,32.356141,0.2110509498488717,2,2442,0,3
38.098364,6.6145493,3.34295445,32.3115175,0.37218445455278143,2,2443,0,3
42.960591,5.9027512,3.0802694,32.27924,0.6502643291803006,2,2444,0,3
49.9384265,3.47508105,2.84181375,32.2436875,0.9097428328862043,2,2445,0,3
54.377019,0.9721449,2.7698012,32.221185,0.8414186926355929,2,2446,0,3
